value,bdrms,subboroughname,race,year,income_tile,non_bdrms,agperswt
650000,3,Upper West Side,White,2002,5,1,38002220
1957402,3,Upper East Side,White,2002,5,2,33349349
500000,3,Stuyvesant Town/Turtle Bay,White,2002,5,2,35587646
250000,2,East Harlem,White,2002,3,1,18014184
1957402,3,Upper East Side,White,2002,5,2,33349349
200000,2,Stuyvesant Town/Turtle Bay,White,2002,5,1,22931269
85000,3,Central Harlem,Black,2002,4,3,40792341
250000,2,Lower East Side/Chinatown,White,2002,5,1,40792341
300000,2,Stuyvesant Town/Turtle Bay,White,2002,5,1,35587646
160000,2,Upper West Side,White,2002,2,1,20016906
500000,3,Upper West Side,White,2002,3,2,18506721
1957402,3,Greenwich Village/Financial District,White,2002,5,2,49324439
250000,1,Greenwich Village/Financial District,White,2002,4,0,23552681
600000,2,Upper West Side,White,2002,5,1,66982232
500000,2,Upper East Side,White,2002,4,1,19683906
1957402,6,Upper East Side,White,2002,5,2,116261373
1957402,4,Upper East Side,White,2002,5,2,53049211
300000,2,Stuyvesant Town/Turtle Bay,White,2002,3,1,19671842
400000,2,Upper East Side,White,2002,3,1,19299293
400000,3,Upper East Side,White,2002,5,1,19299293
1957402,4,Upper East Side,White,2002,4,4,16674675
1957402,3,Upper West Side,White,2002,5,1,21331930
540000,3,Upper East Side,White,2002,2,1,38598587
500000,3,Upper East Side,White,2002,4,1,19299293
75000,3,Lower East Side/Chinatown,Hispanic,2002,3,1,38719118
575000,2,Stuyvesant Town/Turtle Bay,White,2002,2,1,35587646
13500,3,Morningside Heights/Hamilton Heights,Hispanic,2002,1,1,18927104
400000,2,Chelsea/Clinton/Midtown,White,2002,3,1,20916064
50000,3,Central Harlem,Black,2002,1,2,82730906
200000,1,Greenwich Village/Financial District,White,2002,4,0,24662220
350000,3,Stuyvesant Town/Turtle Bay,White,2002,4,1,18120005
275000,2,Lower East Side/Chinatown,White,2002,1,1,21996002
1957402,3,Upper East Side,White,2002,3,2,33349349
400000,3,Stuyvesant Town/Turtle Bay,White,2002,5,1,19671842
800000,3,Upper East Side,White,2002,5,3,61134569
350000,2,Greenwich Village/Financial District,White,2002,3,0,23552681
350000,2,Upper East Side,White,2002,1,1,19683906
200000,1,Stuyvesant Town/Turtle Bay,White,2002,4,0,18120005
150000,2,Washington Heights/Inwood,White,2002,5,1,18011276
200000,1,Greenwich Village/Financial District,White,2002,3,1,16050110
1957402,3,Stuyvesant Town/Turtle Bay,White,2002,5,3,47227054
520000,2,Upper East Side,White,2002,5,0,33349349
350000,3,Upper East Side,White,2002,5,1,100319249
140000,2,Washington Heights/Inwood,White,2002,5,0,20256133
100000,1,Lower East Side/Chinatown,White,2002,1,0,19700469
700000,2,Lower East Side/Chinatown,White,2002,1,2,40374357
1957402,4,Upper East Side,White,2002,5,2,53049211
440000,2,Upper East Side,White,2002,5,0,37224607
500000,1,Greenwich Village/Financial District,White,2002,4,0,49324439
350000,1,Stuyvesant Town/Turtle Bay,White,2002,4,0,18120005
150000,1,Upper East Side,White,2002,2,1,19299293
200000,2,Lower East Side/Chinatown,White,2002,2,1,98844375
500000,3,Upper East Side,White,2002,4,3,33349349
1957402,2,Greenwich Village/Financial District,White,2002,5,1,99704485
5000,3,East Harlem,Black,2002,1,1,18014184
650000,2,Greenwich Village/Financial District,White,2002,4,1,49324439
400000,2,Upper East Side,White,2002,4,2,16674675
30000,3,Stuyvesant Town/Turtle Bay,White,2002,4,1,18120005
300000,3,Stuyvesant Town/Turtle Bay,White,2002,5,1,45862537
300000,1,Greenwich Village/Financial District,White,2002,3,0,23552681
40000,3,Chelsea/Clinton/Midtown,White,2002,1,1,18690456
1957402,4,Upper West Side,White,2002,5,2,67731339
1957402,4,Upper West Side,White,2002,5,2,71750867
300000,3,Central Harlem,Black,2002,4,1,56390457
500000,2,Upper East Side,Hispanic,2002,2,1,16674675
300000,2,Upper East Side,White,2002,5,0,41832127
300000,1,Stuyvesant Town/Turtle Bay,White,2002,1,0,18120005
300000,3,Lower East Side/Chinatown,Hispanic,2002,3,1,96752402
265000,2,Chelsea/Clinton/Midtown,White,2002,4,1,18690456
450000,2,Upper East Side,White,2002,3,1,19299293
6650,2,East Harlem,Hispanic,2002,2,1,16690563
500000,3,Stuyvesant Town/Turtle Bay,White,2002,4,2,41832127
350000,2,Stuyvesant Town/Turtle Bay,Others,2002,4,1,18120005
430000,3,Stuyvesant Town/Turtle Bay,White,2002,5,1,18120005
800000,5,Stuyvesant Town/Turtle Bay,White,2002,5,2,30934621
800000,2,Stuyvesant Town/Turtle Bay,White,2002,5,0,18120005
150000,2,Chelsea/Clinton/Midtown,White,2002,2,0,18690456
170000,2,Lower East Side/Chinatown,White,2002,1,1,16758807
800000,3,Upper East Side,White,2002,4,2,36538791
175000,2,Chelsea/Clinton/Midtown,White,2002,2,1,38364619
450000,2,Stuyvesant Town/Turtle Bay,White,2002,3,1,17793823
150000,2,Washington Heights/Inwood,White,2002,3,0,21056935
100000,1,Stuyvesant Town/Turtle Bay,White,2002,4,0,17793823
280000,2,Stuyvesant Town/Turtle Bay,Hispanic,2002,5,1,18120005
1957402,3,Upper West Side,White,2002,4,2,59704364
700000,2,Upper West Side,White,2002,5,2,21923910
300000,1,Upper East Side,White,2002,2,1,19299293
65000,2,Lower East Side/Chinatown,White,2002,4,1,71854426
60000,3,Greenwich Village/Financial District,White,2002,4,1,49324439
1957402,3,Upper East Side,White,2002,5,1,33517613
500000,3,Upper East Side,White,2002,5,1,76176262
1957402,3,Upper West Side,White,2002,5,3,20144178
600000,3,Greenwich Village/Financial District,Others,2002,5,0,32100220
500000,3,Stuyvesant Town/Turtle Bay,White,2002,5,2,35587646
160000,2,Upper West Side,White,2002,3,0,19001110
1957402,5,Upper East Side,White,2002,3,2,36538791
85000,4,Morningside Heights/Hamilton Heights,White,2002,3,2,71695386
900000,4,Stuyvesant Town/Turtle Bay,White,2002,5,3,55549191
750000,1,Greenwich Village/Financial District,White,2002,4,0,62511792
30000,3,East Harlem,Black,2002,3,1,65545497
1957402,5,Upper West Side,White,2002,1,2,21923910
150000,2,Washington Heights/Inwood,White,2002,4,0,17578075
450000,2,Stuyvesant Town/Turtle Bay,White,2002,5,1,18120005
150000,3,Washington Heights/Inwood,Hispanic,2002,3,1,63016902
420000,2,Lower East Side/Chinatown,White,2002,5,0,42470836
1957402,3,Upper West Side,White,2002,5,1,40288356
300000,3,Washington Heights/Inwood,Others,2002,3,2,24791614
700000,3,Upper West Side,White,2002,5,0,21923910
175000,4,Morningside Heights/Hamilton Heights,Others,2002,3,2,94040147
200000,1,Greenwich Village/Financial District,White,2002,5,0,47105363
33900,2,Greenwich Village/Financial District,White,2002,5,1,32100220
500000,1,Upper East Side,Black,2002,1,1,19011903
150000,2,Upper West Side,Others,2002,2,1,84856574
400000,2,Upper East Side,White,2002,5,1,19299293
200000,1,Chelsea/Clinton/Midtown,White,2002,3,1,18690456
700000,3,Greenwich Village/Financial District,White,2002,5,2,75869573
250000,3,Lower East Side/Chinatown,White,2002,3,1,73059933
300000,3,Greenwich Village/Financial District,Hispanic,2002,5,1,114010868
310000,2,Chelsea/Clinton/Midtown,White,2002,4,1,40304894
25000,2,Central Harlem,Black,2002,1,2,19506173
17000,2,Chelsea/Clinton/Midtown,Others,2002,3,0,18690456
12000,2,Chelsea/Clinton/Midtown,White,2002,3,1,18690456
1957402,4,Upper East Side,Others,2002,5,1,33349349
500000,3,Upper East Side,White,2002,5,1,51580484
125000,2,Stuyvesant Town/Turtle Bay,White,2002,5,0,19671842
1957402,3,Upper East Side,White,2002,4,4,33349349
900000,3,Upper West Side,White,2002,4,3,21923910
85000,4,Morningside Heights/Hamilton Heights,Black,2002,4,1,121324922
750000,3,Upper East Side,White,2002,5,4,39123506
500000,2,Greenwich Village/Financial District,White,2002,3,1,23552681
800000,3,Upper West Side,White,2002,5,1,106295113
200000,2,Chelsea/Clinton/Midtown,White,2002,5,0,17911474
125000,3,Washington Heights/Inwood,Hispanic,2002,2,1,66724897
275000,2,Stuyvesant Town/Turtle Bay,White,2002,4,1,39343684
350000,2,Lower East Side/Chinatown,White,2002,1,1,19700469
180000,1,Upper East Side,White,2002,3,1,16674675
200000,2,Chelsea/Clinton/Midtown,White,2002,5,0,18690456
900000,3,Upper East Side,White,2002,3,2,19299293
250000,2,Stuyvesant Town/Turtle Bay,White,2002,1,0,19671842
800000,4,Upper West Side,White,2002,4,1,40033812
390000,2,Upper East Side,White,2002,5,1,33349349
1957402,3,Chelsea/Clinton/Midtown,White,2002,5,1,33517613
1957402,3,Chelsea/Clinton/Midtown,Others,2002,4,1,79529265
200000,2,Upper East Side,White,2002,4,1,31743913
1957402,3,Upper West Side,White,2002,4,2,40033812
600000,3,Upper East Side,White,2002,2,2,19299293
1957402,4,Upper East Side,White,2002,5,2,19299293
380000,3,Stuyvesant Town/Turtle Bay,Others,2002,2,0,18120005
1957402,3,Greenwich Village/Financial District,White,2002,5,0,49324439
1957402,2,Upper East Side,White,2002,5,2,19299293
340000,2,Upper East Side,White,2002,4,1,16674675
100000,3,Washington Heights/Inwood,White,2002,4,2,42470836
300000,2,Stuyvesant Town/Turtle Bay,White,2002,5,1,41832127
300000,3,Lower East Side/Chinatown,Hispanic,2002,2,1,73845182
1957402,4,Upper West Side,Others,2002,5,2,70213228
400000,3,Greenwich Village/Financial District,White,2002,3,1,107242066
300000,2,Stuyvesant Town/Turtle Bay,White,2002,4,1,18120005
425000,2,Upper East Side,Others,2002,5,1,16674675
300000,2,Stuyvesant Town/Turtle Bay,White,2002,5,1,18120005
275000,2,Greenwich Village/Financial District,White,2002,4,1,23552681
550000,2,Stuyvesant Town/Turtle Bay,White,2002,5,0,18120005
280000,2,Upper East Side,White,2002,2,0,18805791
950000,3,Upper East Side,White,2002,4,1,20916064
200000,1,Greenwich Village/Financial District,White,2002,1,1,23552681
450000,2,Upper West Side,White,2002,3,1,21923910
390000,3,Upper West Side,Others,2002,4,3,101776251
100000,3,East Harlem,Hispanic,2002,4,2,53163463
2500,2,Lower East Side/Chinatown,White,2002,2,1,19700469
220000,2,Upper West Side,White,2002,5,0,37013443
300000,1,Upper West Side,White,2002,2,0,18506721
25000,1,Upper West Side,White,2002,3,0,21923910
30000,3,Upper East Side,White,2002,5,1,66758680
1957402,4,Upper East Side,White,2002,2,4,43548881
540000,2,Upper East Side,Hispanic,2002,5,1,16674675
85000,2,Morningside Heights/Hamilton Heights,Black,2002,4,1,56960592
1957402,1,Upper West Side,White,2002,5,0,20916064
400000,2,Greenwich Village/Financial District,White,2002,4,1,49324439
10000,2,Morningside Heights/Hamilton Heights,Black,2002,3,1,34125246
150000,2,Washington Heights/Inwood,White,2002,3,2,18011276
200000,3,Upper East Side,Hispanic,2002,2,1,61134569
165000,2,Upper East Side,White,2002,4,1,52394351
700000,3,Upper West Side,White,2002,2,1,21923910
368000,2,Upper West Side,White,2002,4,0,43847820
1957402,3,Upper East Side,White,2002,5,4,16674675
150000,2,Upper East Side,White,2002,4,1,33349349
350000,2,Upper East Side,White,2002,5,1,41832127
3000,3,Chelsea/Clinton/Midtown,Hispanic,2002,3,1,83690328
2500,2,Lower East Side/Chinatown,White,2002,1,1,17638161
700000,3,Upper East Side,White,2002,3,1,19299293
500000,3,Upper East Side,Others,2002,1,0,62394583
150000,1,Upper East Side,White,2002,2,1,19299293
750000,4,Stuyvesant Town/Turtle Bay,White,2002,5,2,35587646
243000,2,Upper East Side,White,2002,4,1,33349349
1957402,4,Upper East Side,White,2002,5,3,51580484
700000,3,Upper West Side,White,2002,2,1,21923910
200000,3,Upper West Side,Black,2002,4,1,21923910
800000,5,Upper East Side,White,2002,4,1,41832127
275000,2,Greenwich Village/Financial District,White,2002,5,0,49324439
230000,2,Stuyvesant Town/Turtle Bay,White,2002,5,0,18120005
5000,4,Washington Heights/Inwood,Black,2002,1,1,48796500
200000,4,Lower East Side/Chinatown,Hispanic,2002,3,1,34089751
1957402,4,Stuyvesant Town/Turtle Bay,White,2002,5,4,35587646
1957402,5,Greenwich Village/Financial District,White,2002,5,1,18612303
1957402,3,Upper West Side,White,2002,5,2,43847820
1957402,4,Upper East Side,White,2002,5,4,61134569
250000,5,Morningside Heights/Hamilton Heights,Black,2002,5,2,206694227
300000,2,Stuyvesant Town/Turtle Bay,White,2002,4,1,14589642
800000,4,Upper West Side,White,2002,4,2,38002220
875000,3,Central Harlem,Black,2002,4,1,126658847
350000,3,Stuyvesant Town/Turtle Bay,White,2002,3,2,34777429
50000,1,Lower East Side/Chinatown,White,2002,2,1,40374357
30000,3,Stuyvesant Town/Turtle Bay,White,2002,4,1,22931269
350000,3,Washington Heights/Inwood,White,2002,4,1,47526621
1957402,2,Upper West Side,White,2002,4,1,18506721
350000,2,Stuyvesant Town/Turtle Bay,White,2002,4,1,18120005
1957402,4,Greenwich Village/Financial District,White,2002,5,1,62282035
330000,2,Upper West Side,White,2002,5,1,38002220
1957402,4,Upper West Side,White,2002,3,1,20016906
600000,4,Stuyvesant Town/Turtle Bay,White,2002,3,1,18120005
1957402,1,Stuyvesant Town/Turtle Bay,White,2002,1,0,18120005
250,3,Washington Heights/Inwood,Hispanic,2002,4,1,73777121
1957402,4,Upper East Side,White,2002,5,4,37224607
300000,2,Upper East Side,White,2002,5,0,60641300
215000,2,Upper East Side,White,2002,3,0,37611581
1957402,2,Upper East Side,White,2002,2,2,19299293
239000,2,Chelsea/Clinton/Midtown,White,2002,3,1,27752968
500000,2,Stuyvesant Town/Turtle Bay,Black,2002,1,1,19011903
350000,2,Chelsea/Clinton/Midtown,White,2002,4,1,18690456
248000,2,Central Harlem,White,2002,3,0,33381125
150000,2,Upper East Side,White,2002,5,1,38598587
300000,2,Lower East Side/Chinatown,White,2002,2,1,21996002
350000,2,Upper East Side,White,2002,4,1,19299293
350000,2,Chelsea/Clinton/Midtown,White,2002,4,1,20916064
300000,4,Upper West Side,Black,2002,5,1,91548437
150000,3,Central Harlem,Black,2002,2,1,33558052
25000,2,East Harlem,Black,2002,1,1,18014184
450000,2,Upper East Side,Others,2002,5,1,19299293
450000,3,Chelsea/Clinton/Midtown,White,2002,2,1,17911474
40000,2,Lower East Side/Chinatown,White,2002,3,1,71059718
320000,2,Chelsea/Clinton/Midtown,White,2002,4,1,35412001
200000,3,Central Harlem,Black,2002,1,1,19096393
140000,3,Washington Heights/Inwood,White,2002,4,0,33517613
600000,3,Stuyvesant Town/Turtle Bay,Hispanic,2002,5,0,18120005
35000,2,Stuyvesant Town/Turtle Bay,Others,2002,4,1,35587646
1957402,7,Upper East Side,Hispanic,2002,5,1,135708571
200000,2,Upper West Side,Others,2002,3,1,21923910
325000,2,Upper East Side,White,2002,3,0,19299293
85000,3,Morningside Heights/Hamilton Heights,Black,2002,2,1,45463371
1957402,5,Upper West Side,White,2002,5,2,43847820
1957402,5,Upper East Side,White,2002,1,3,33349349
350000,2,Upper East Side,White,2002,5,1,19299293
450000,2,Upper East Side,White,2002,4,2,36538791
1957402,2,Upper West Side,White,2002,4,1,38691316
900000,3,Upper East Side,White,2002,1,0,54536692
500000,3,Upper East Side,White,2002,5,1,102924474
375000,2,Greenwich Village/Financial District,White,2002,5,1,49324439
150000,2,Lower East Side/Chinatown,White,2002,2,1,19700469
475000,3,Upper East Side,White,2002,5,1,38598587
750000,3,Upper East Side,White,2002,5,1,36538791
1957402,3,Upper West Side,White,2002,1,2,21923910
500000,3,Upper East Side,White,2002,1,0,61751696
214000,3,Central Harlem,Black,2002,3,1,44481462
150000,5,Morningside Heights/Hamilton Heights,Hispanic,2002,3,1,30228060
13500,2,Central Harlem,White,2002,5,1,14870327
1957402,4,Stuyvesant Town/Turtle Bay,White,2002,5,0,39343684
1957402,4,Upper East Side,White,2002,4,2,19299293
500000,3,Chelsea/Clinton/Midtown,White,2002,2,2,40304894
920000,3,Upper East Side,White,2002,5,1,56422208
750000,3,Stuyvesant Town/Turtle Bay,White,2002,5,1,60209079
65000,2,Lower East Side/Chinatown,Others,2002,1,0,18696451
450000,2,Stuyvesant Town/Turtle Bay,White,2002,3,1,42663860
370000,3,Lower East Side/Chinatown,White,2002,5,1,57204649
450000,3,Upper West Side,Hispanic,2002,5,2,39818331
225000,1,Stuyvesant Town/Turtle Bay,White,2002,2,0,36240009
900000,3,Upper West Side,White,2002,5,2,84934622
540000,3,Upper East Side,White,2002,4,1,41832127
285000,2,Lower East Side/Chinatown,White,2002,4,1,21996002
20000,2,East Harlem,Black,2002,2,1,16690563
250000,2,Upper West Side,White,2002,4,1,21923910
13500,3,Morningside Heights/Hamilton Heights,White,2002,5,1,14530609
1957402,4,Stuyvesant Town/Turtle Bay,White,2002,4,2,52296769
650000,3,Upper West Side,White,2002,3,4,38002220
1957402,3,Greenwich Village/Financial District,White,2002,5,1,45345580
475000,3,Upper East Side,White,2002,5,1,61818277
1957402,2,Upper West Side,White,2002,3,0,20916064
800000,3,Upper East Side,White,2002,5,1,33349349
540000,1,Upper East Side,White,2002,4,0,20311021
1957402,6,Upper East Side,White,2002,5,2,37224607
300000,3,Central Harlem,Black,2002,1,1,19506173
650000,3,Upper East Side,White,2002,5,2,61134569
540000,2,Upper East Side,Others,2002,2,1,48396768
170000,2,Washington Heights/Inwood,White,2002,2,1,55505937
500000,3,Upper West Side,White,2002,3,2,19001110
275000,3,Upper East Side,Others,2002,2,1,20916064
50000,3,East Harlem,Hispanic,2002,3,1,74926940
190000,1,Chelsea/Clinton/Midtown,White,2002,1,0,17911474
175000,1,Chelsea/Clinton/Midtown,White,2002,4,0,20916064
600000,3,Greenwich Village/Financial District,White,2002,5,3,32100220
500000,3,Upper East Side,Black,2002,3,1,19011903
800000,3,Upper West Side,White,2002,4,2,66982232
500000,2,Upper East Side,White,2002,5,2,33349349
800000,2,Upper West Side,White,2002,5,1,21923910
200000,2,Upper East Side,White,2002,5,1,38598587
300000,3,Upper West Side,Others,2002,3,1,64893572
20000,2,Central Harlem,Black,2002,2,1,14870327
45000,1,Lower East Side/Chinatown,White,2002,1,1,19700469
200000,1,Stuyvesant Town/Turtle Bay,White,2002,3,0,18120005
1957402,4,Upper East Side,White,2002,5,3,33349349
350000,2,Upper East Side,White,2002,4,1,19299293
250000,2,Lower East Side/Chinatown,White,2002,4,0,59682365
200000,2,Stuyvesant Town/Turtle Bay,White,2002,3,0,18120005
1957402,4,Upper East Side,White,2002,5,4,78328697
1957402,3,Stuyvesant Town/Turtle Bay,White,2002,4,1,18120005
85000,3,Central Harlem,Black,2002,2,2,19506173
1957402,4,Upper West Side,White,2002,5,2,193096961
85000,3,Morningside Heights/Hamilton Heights,Black,2002,2,1,17062623
275000,2,Lower East Side/Chinatown,White,2002,4,1,19700469
390000,2,Upper West Side,White,2002,1,0,21923910
250000,2,Chelsea/Clinton/Midtown,White,2002,3,0,18690456
200000,1,Chelsea/Clinton/Midtown,White,2002,3,0,18690456
42,2,Lower East Side/Chinatown,White,2002,3,1,19700469
450000,1,Upper West Side,White,2002,4,0,38002220
875000,4,Upper East Side,White,2002,5,2,66237916
1957402,3,Chelsea/Clinton/Midtown,White,2002,4,2,81096450
225000,2,Upper West Side,White,2002,3,0,21923910
1957402,4,Chelsea/Clinton/Midtown,White,2002,5,1,107242066
1957402,4,Upper East Side,White,2002,5,3,20916064
1957402,3,Stuyvesant Town/Turtle Bay,White,2002,5,3,35587646
800000,3,Upper West Side,White,2002,5,1,18506721
350000,2,Greenwich Village/Financial District,White,2002,4,1,23552681
9880,3,Morningside Heights/Hamilton Heights,White,2002,2,1,100420963
250000,3,Chelsea/Clinton/Midtown,White,2002,4,1,18690456
250000,3,Chelsea/Clinton/Midtown,White,2002,4,1,49606831
200000,1,Greenwich Village/Financial District,White,2002,3,0,16050110
93000,3,Morningside Heights/Hamilton Heights,Others,2002,4,1,94040147
450000,2,Greenwich Village/Financial District,White,2002,5,1,49324439
25000,4,Central Harlem,Black,2002,1,2,19506173
240000,2,Upper West Side,White,2002,4,1,21923910
450000,2,Greenwich Village/Financial District,White,2002,4,0,19791145
150000,2,Upper East Side,White,2002,4,0,19299293
500000,3,Chelsea/Clinton/Midtown,Others,2002,4,2,68825678
1000000,3,Upper East Side,White,2005,5,0,36290188
100000,3,Chelsea/Clinton/Midtown,White,2005,2,1,49049267
2571545,4,Upper West Side,White,2005,5,3,119087702
2571545,3,Greenwich Village/Financial District,White,2005,5,3,50555149
2571545,5,Upper East Side,White,2005,5,3,204041927
500000,3,Stuyvesant Town/Turtle Bay,White,2005,5,1,36865257
775000,3,Upper West Side,White,2005,5,1,72245114
500000,2,Greenwich Village/Financial District,White,2005,3,1,71289359
200000,2,Morningside Heights/Hamilton Heights,White,2005,2,0,18168960
500000,3,Upper East Side,White,2005,5,2,20161281
700000,2,Upper West Side,White,2005,5,2,40617363
600000,2,Lower East Side/Chinatown,White,2005,1,1,21765657
750000,2,Stuyvesant Town/Turtle Bay,White,2005,1,1,37043868
500000,3,Lower East Side/Chinatown,White,2005,2,1,23094508
250000,1,Upper West Side,White,2005,4,0,69964703
900000,4,Upper East Side,White,2005,5,1,91980105
1000000,3,Upper West Side,White,2005,5,2,90592096
2571545,3,Upper East Side,White,2005,4,3,93621875
800000,4,Stuyvesant Town/Turtle Bay,White,2005,5,1,29171065
2571545,5,Greenwich Village/Financial District,White,2005,4,3,105326681
725000,2,Greenwich Village/Financial District,White,2005,2,1,24886370
2571545,3,Upper West Side,White,2005,4,1,77648919
150000,2,Chelsea/Clinton/Midtown,White,2005,5,1,18088471
900000,3,Upper East Side,White,2005,4,2,20794410
950000,5,Upper West Side,White,2005,3,3,152990072
800000,4,Stuyvesant Town/Turtle Bay,White,2005,4,4,20477073
2571545,4,Upper West Side,White,2005,2,2,38268976
1295000,3,Upper East Side,Hispanic,2005,1,1,63284100
2571545,3,Upper East Side,White,2005,4,3,19906075
400000,2,Lower East Side/Chinatown,White,2005,4,1,19786117
240000,2,Morningside Heights/Hamilton Heights,White,2005,4,1,34411149
415000,2,Chelsea/Clinton/Midtown,White,2005,4,1,61767985
500000,3,Stuyvesant Town/Turtle Bay,White,2005,4,1,49319724
15000,1,East Harlem,Black,2005,4,0,17288041
400000,2,Chelsea/Clinton/Midtown,White,2005,3,1,18616052
2571545,4,Greenwich Village/Financial District,White,2005,5,2,48973190
300000,2,Greenwich Village/Financial District,White,2005,5,1,16634052
650,3,Upper West Side,White,2005,2,2,49088704
400000,3,Central Harlem,White,2005,4,3,40730633
500000,2,Upper East Side,White,2005,5,1,20231067
1000000,3,Upper West Side,White,2005,5,0,46269457
800000,4,Lower East Side/Chinatown,White,2005,4,1,87568880
400000,3,Central Harlem,White,2005,1,1,18776045
2571545,3,Chelsea/Clinton/Midtown,White,2005,5,0,42861300
1000000,2,Upper West Side,White,2005,4,0,23134729
325000,2,Chelsea/Clinton/Midtown,White,2005,4,1,52827663
500000,2,Chelsea/Clinton/Midtown,White,2005,5,1,36629155
400000,2,Upper West Side,White,2005,4,1,74525016
370000,2,Upper East Side,Others,2005,1,0,19912000
650000,2,Greenwich Village/Financial District,White,2005,2,1,20887747
415000,2,Chelsea/Clinton/Midtown,White,2005,5,1,61489470
350000,1,Chelsea/Clinton/Midtown,White,2005,2,0,18112915
200000,2,Washington Heights/Inwood,Hispanic,2005,3,0,58143323
500000,1,Greenwich Village/Financial District,White,2005,3,0,16921895
600000,3,Upper East Side,White,2005,5,1,20231067
700000,2,Upper West Side,White,2005,5,2,39465608
2571545,2,Upper West Side,White,2005,3,0,19461216
350000,2,Upper East Side,White,2005,5,1,40211017
2571545,4,Upper West Side,White,2005,5,3,100365292
250000,3,Greenwich Village/Financial District,White,2005,3,1,20774227
550000,2,Greenwich Village/Financial District,White,2005,5,1,40841711
2571545,3,Upper West Side,White,2005,5,3,112092065
600000,2,Stuyvesant Town/Turtle Bay,White,2005,5,1,18331597
600000,1,Upper East Side,White,2005,3,0,18995761
590000,2,Chelsea/Clinton/Midtown,White,2005,4,1,18648176
250000,1,Stuyvesant Town/Turtle Bay,White,2005,2,1,17123533
600000,2,Upper West Side,White,2005,2,1,23474870
275000,1,Stuyvesant Town/Turtle Bay,White,2005,5,0,65099124
600000,2,Chelsea/Clinton/Midtown,White,2005,4,2,38266821
519000,2,Upper West Side,White,2005,2,1,20696507
2571545,3,Chelsea/Clinton/Midtown,White,2005,5,5,40726599
560000,2,Stuyvesant Town/Turtle Bay,White,2005,5,1,37331011
40000,4,Central Harlem,Hispanic,2005,1,1,43485901
600000,2,Upper West Side,White,2005,3,1,18662032
350000,2,Upper West Side,White,2005,4,1,40475222
800000,2,Upper West Side,White,2005,5,1,51479376
300000,3,Greenwich Village/Financial District,White,2005,5,2,128366286
2571545,2,Lower East Side/Chinatown,White,2005,2,1,21537814
325000,2,Chelsea/Clinton/Midtown,White,2005,4,1,40726599
700000,2,Greenwich Village/Financial District,White,2005,4,1,26067979
1000000,2,Upper West Side,White,2005,4,0,23134729
500000,3,Upper West Side,White,2005,4,1,23134729
500000,2,Upper East Side,White,2005,5,1,20231067
2571545,1,Greenwich Village/Financial District,White,2005,3,0,26751602
100000,4,Morningside Heights/Hamilton Heights,Black,2005,3,1,50667155
2571545,4,Upper West Side,White,2005,5,1,38893767
100000,2,Lower East Side/Chinatown,White,2005,2,1,21244947
1000000,2,Chelsea/Clinton/Midtown,White,2005,5,1,34259389
500000,2,Stuyvesant Town/Turtle Bay,White,2005,5,1,36865257
500000,1,Greenwich Village/Financial District,Others,2005,4,1,50504531
1000000,1,Upper East Side,White,2005,5,1,54169512
300000,3,Lower East Side/Chinatown,White,2005,3,0,101455254
2571545,2,Upper West Side,White,2005,4,1,43295913
450000,2,Upper East Side,White,2005,4,1,20493154
500000,4,Upper East Side,White,2005,3,3,69425819
750000,2,Morningside Heights/Hamilton Heights,White,2005,3,1,18642763
500000,2,Chelsea/Clinton/Midtown,White,2005,5,0,18648176
180000,2,Lower East Side/Chinatown,Hispanic,2005,4,1,39037304
100000,5,Morningside Heights/Hamilton Heights,Black,2005,4,1,14634343
100000,3,Morningside Heights/Hamilton Heights,Black,2005,4,1,35690957
1100000,4,Upper East Side,White,2005,1,4,22520897
250000,2,East Harlem,Black,2005,2,1,26967315
2571545,4,Upper West Side,White,2005,5,3,114976891
290000,3,Upper West Side,White,2005,5,1,38893767
2571545,1,Stuyvesant Town/Turtle Bay,White,2005,3,1,19584712
550000,1,Upper East Side,White,2005,3,0,61885348
700000,2,Stuyvesant Town/Turtle Bay,Others,2005,3,1,38035237
190000,2,Upper East Side,White,2005,4,1,20414758
2571545,2,Lower East Side/Chinatown,White,2005,5,1,85306075
600000,1,Upper East Side,White,2005,5,0,36316934
125000,1,Upper East Side,White,2005,3,0,21179527
650000,2,Stuyvesant Town/Turtle Bay,White,2005,5,1,36801751
550000,2,Upper West Side,White,2005,4,1,23054926
650000,3,Upper East Side,White,2005,5,2,94163952
2571545,3,Chelsea/Clinton/Midtown,White,2005,5,3,38216753
6000,3,Central Harlem,Black,2005,2,0,44850640
100000,3,Morningside Heights/Hamilton Heights,White,2005,1,1,19331774
500000,2,Upper East Side,White,2005,2,0,20329355
200000,3,Upper West Side,Black,2005,1,1,48053886
650000,3,Stuyvesant Town/Turtle Bay,Others,2005,5,1,76460124
1000000,3,Greenwich Village/Financial District,White,2005,5,1,83033267
2571545,3,Upper West Side,White,2005,5,2,48132831
800000,4,Stuyvesant Town/Turtle Bay,White,2005,2,4,20221594
385000,2,Chelsea/Clinton/Midtown,White,2005,2,0,17863258
800000,3,Upper West Side,White,2005,4,1,38893767
600000,2,Upper East Side,White,2005,5,2,36290188
600000,2,Upper West Side,White,2005,4,0,38759604
550000,2,Chelsea/Clinton/Midtown,Hispanic,2005,2,0,40139220
200000,3,Upper East Side,White,2005,4,2,38087955
2571545,3,Upper East Side,White,2005,4,4,19906075
