value,bdrms,non_bdrms,subboroughcode,race,income_tile,year,agperswt
2000000,2,1,4,1,3,2011,21861640
600000,4,1,5,1,1,2011,37050020
900000,2,1,9,1,1,2011,18156604
1000000,3,2,4,1,1,2011,68839672
1800000,2,1,1,1,3,2011,20209968
1400000,5,3,5,1,3,2011,68017504
750000,3,1,5,1,1,2011,20025740
1000000,3,0,1,1,1,2011,37112108
350000,2,1,5,1,3,2011,37445024
600000,4,1,8,2,3,2011,55551148
1375000,3,1,5,1,1,2011,20025740
1800000,3,1,3,1,3,2011,41076740
500000,3,2,8,2,3,2011,18156604
9999999,4,2,6,1,1,2011,18722512
750000,3,1,1,1,1,2011,63525336
1250000,3,0,1,1,3,2011,49055020
1200000,4,1,6,1,1,2011,34605060
500000,2,1,4,1,1,2011,18722512
500000,2,0,3,1,1,2011,41076740
1000000,4,4,4,1,3,2011,19079532
2000000,4,2,6,1,1,2011,93567168
950000,3,2,5,1,3,2011,20025740
1600000,4,2,5,4,3,2011,37050020
1500000,3,2,1,1,3,2011,72739240
1250000,3,1,5,1,1,2011,37050020
800000,4,1,8,2,3,2011,18399536
700000,4,3,7,1,1,2011,36799072
5162488,5,3,5,1,3,2011,95511384
1500000,5,3,7,2,1,2011,70999376
2100000,4,2,5,1,1,2011,97271296
9956,3,1,9,3,1,2011,17770196
1000000,4,2,1,1,3,2011,94813536
750000,2,2,6,1,3,2011,34605060
1700000,3,1,4,1,1,2011,34871672
700000,3,3,5,1,3,2011,37050020
250000,3,1,10,3,1,2011,62047536
30000,2,0,2,1,1,2011,44021264
400000,3,2,5,1,3,2011,53285852
1000000,2,1,6,1,1,2011,34605060
5162488,6,2,6,1,3,2011,104436008
875000,2,1,5,1,1,2011,20025740
1600000,2,1,5,1,3,2011,41585008
500000,2,1,5,1,3,2011,20025740
650000,2,1,4,1,3,2011,21861640
900000,3,1,6,1,1,2011,15189042
2000000,3,0,1,1,3,2011,49055020
400000,1,1,4,1,1,2011,34871672
13000,1,1,3,1,3,2011,22620252
600000,2,1,5,1,3,2011,18525008
500000,3,1,6,1,1,2011,15189042
490000,2,0,3,1,1,2011,41076740
15000,3,2,8,2,1,2011,74792008
9956,2,1,9,1,1,2011,40530016
390000,2,1,6,1,1,2011,15189042
2000000,4,2,5,1,3,2011,20025740
2000000,3,1,5,1,3,2011,68017504
1200000,3,1,6,4,1,2011,77793088
1650000,3,1,3,1,3,2011,41076740
950000,2,2,5,1,1,2011,20025740
630000,2,1,6,1,3,2011,55384448
9999999,3,1,10,3,1,2011,16309136
1500000,1,0,1,1,1,2011,20209968
5162488,2,2,6,1,3,2011,21201052
275000,1,0,6,1,1,2011,34605060
5162488,6,2,5,1,3,2011,88953624
2000000,3,3,6,1,3,2011,15189042
5162488,4,3,5,1,3,2011,37050020
5162488,3,1,4,1,3,2011,34871672
1000000,3,1,6,1,1,2011,30378084
475000,3,0,1,1,3,2011,37657464
2500000,3,1,5,1,1,2011,20025740
1700000,5,1,6,4,1,2011,106069872
500000,2,1,3,1,1,2011,22620252
40000,5,2,4,1,1,2011,34871672
700000,2,1,6,1,3,2011,15189042
1000000,3,1,2,1,1,2011,17290180
1600000,3,2,3,1,3,2011,72406184
13000,2,1,3,1,3,2011,20538370
420000,2,1,5,4,1,2011,37050020
350000,1,1,6,1,1,2011,15189042
650000,2,1,4,4,3,2011,21861640
1500000,3,1,5,1,3,2011,37445024
700000,2,1,6,1,1,2011,15189042
425000,1,0,4,1,1,2011,21861640
800000,3,0,4,1,3,2011,21861640
69000,2,1,1,1,3,2011,20209968
1000000,2,1,5,1,3,2011,22893532
250000,1,1,4,1,3,2011,41021792
2500000,4,0,2,3,3,2011,34580360
950000,4,2,7,1,1,2011,54145560
25000,2,1,9,2,3,2011,27914824
1300000,2,1,1,1,1,2011,49055020
9999999,4,1,10,3,3,2011,78994368
750000,3,2,7,1,3,2011,38209704
800000,2,1,1,1,1,2011,49055020
750000,2,1,6,1,3,2011,15189042
550000,1,0,4,1,3,2011,42472088
1000000,2,1,3,1,1,2011,22620252
450000,2,1,1,1,1,2011,18825748
450000,2,1,6,3,1,2011,34605060
600000,3,0,5,1,3,2011,36513460
9999999,3,1,8,2,1,2011,633907
1000000,3,1,6,1,3,2011,102304248
440000,1,0,5,1,1,2011,20025740
650000,2,1,4,1,1,2011,34871672
275000,4,2,6,1,3,2011,50917324
700000,2,1,4,1,1,2011,21861640
5162488,3,2,6,1,3,2011,34605060
1600000,3,1,3,1,1,2011,75131696
1000000,3,2,6,1,1,2011,34605060
700000,2,1,6,1,1,2011,34605060
1850000,3,2,6,1,3,2011,34605060
300000,2,0,6,1,3,2011,33614796
700000,4,1,8,1,1,2011,18399536
800000,3,1,4,1,3,2011,89722816
650000,3,1,1,4,3,2011,49055020
1000000,3,2,6,1,3,2011,15189042
76000,3,1,7,2,3,2011,67413792
1000000,3,2,4,1,3,2011,34871672
9999999,4,1,8,4,1,2011,1508985
9956,2,1,9,3,1,2011,47950088
750000,1,0,6,3,3,2011,37434588
9999999,3,1,10,3,1,2011,62047536
1040000,3,1,6,1,1,2011,74041792
440000,3,1,5,1,3,2011,37050020
750000,2,1,6,1,3,2011,34605060
300000,2,2,7,1,1,2011,18256208
1000000,2,1,2,4,3,2011,54877180
350000,2,0,4,3,3,2011,34680884
1500000,3,2,4,1,1,2011,19079532
800000,2,0,3,3,1,2011,22620252
800000,3,1,4,1,1,2011,21861640
1100000,3,1,6,1,3,2011,34605060
9956,3,1,9,4,3,2011,54540340
5162488,3,0,5,1,3,2011,20025740
9956,3,1,9,4,3,2011,84794272
765000,2,0,4,1,1,2011,18722512
700000,2,1,3,3,3,2011,22620252
860000,3,0,4,4,3,2011,17340440
615000,1,0,4,3,3,2011,21861640
750000,3,2,6,1,1,2011,34605060
5162488,3,1,5,1,1,2011,34057632
19000,4,1,10,3,3,2011,78024744
1000000,2,1,1,1,3,2011,20209968
300000,2,1,6,1,1,2011,30378084
2500000,5,3,6,1,1,2011,103454056
500000,1,0,1,4,3,2011,20209968
1500000,2,2,4,1,3,2011,43723280
5162488,6,2,6,1,3,2011,75445224
1000000,3,1,3,1,3,2011,71726648
36000,2,0,3,3,1,2011,16991848
450000,2,1,3,1,1,2011,22620252
300000,2,1,3,1,3,2011,99687296
1000000,4,1,2,4,1,2011,71674200
450000,2,1,5,4,1,2011,20025740
1250000,3,1,1,1,3,2011,37657464
500000,2,1,5,1,1,2011,37050020
1000000,2,1,5,1,1,2011,37050020
500000,2,1,6,1,3,2011,15189042
2000000,1,0,1,3,1,2011,49055020
25000,2,1,9,2,3,2011,18141284
650000,2,0,5,1,1,2011,20025740
1000000,2,0,6,1,3,2011,15189042
5162488,4,2,5,1,1,2011,45787064
407000,2,1,5,1,1,2011,20025740
950000,3,2,4,1,1,2011,84778376
600000,2,1,6,1,3,2011,15189042
9999999,3,0,4,1,3,2011,19079532
1100000,3,1,5,1,3,2011,20753122
2500000,3,2,4,1,3,2011,21861640
500000,4,1,10,1,1,2011,44021264
1200000,3,1,8,2,3,2011,18399536
5162488,5,2,1,4,1,2011,49055020
1000000,3,2,4,1,1,2011,37445024
2000000,3,0,1,1,3,2011,40419936
1000000,3,2,6,1,1,2011,15189042
390000,2,0,3,1,1,2011,41076740
600000,1,0,4,1,3,2011,34871672
9999999,4,1,10,3,1,2011,155556912
550000,2,1,6,4,1,2011,15189042
600000,2,1,4,1,1,2011,18722512
755000,2,1,1,2,1,2011,20209968
400000,4,1,7,2,3,2011,36312932
25000,3,1,3,1,3,2011,42365788
860000,3,1,4,1,3,2011,36208420
1600000,3,0,4,1,3,2011,33921104
500000,3,1,2,1,1,2011,18736204
1850000,4,2,6,1,3,2011,15189042
1000000,1,0,6,4,3,2011,15189042
1200000,2,1,3,1,3,2011,22620252
700000,2,1,6,1,3,2011,15189042
550000,2,1,4,4,3,2011,34871672
330000,2,1,3,1,1,2011,22620252
1400000,3,0,2,1,3,2011,44021264
400000,2,1,6,1,1,2011,15189042
235000,1,0,6,1,1,2011,15189042
2000000,4,1,4,1,1,2011,66166928
300000,2,1,10,1,1,2011,26173832
700000,2,1,6,1,3,2011,15189042
1000000,5,1,5,1,3,2011,45787064
800000,2,1,6,1,3,2011,15189042
900000,3,1,9,1,1,2011,18156604
1000000,3,0,3,1,3,2011,46974720
9999999,2,0,10,1,3,2011,67143616
5162488,4,4,6,1,1,2011,107942024
9999999,1,0,3,3,3,2011,16991848
600000,1,0,4,3,3,2011,17340440
225000,4,1,7,3,1,2011,86628160
1600000,4,3,5,1,3,2011,95511384
525000,3,1,9,1,3,2011,36799072
1700000,4,2,6,1,1,2011,32466948
450000,2,0,4,1,1,2011,64951720
1000000,3,2,6,1,1,2011,63368396
500000,2,1,6,1,3,2011,15189042
5162488,2,1,6,1,3,2011,15189042
1000000,5,3,3,1,3,2011,135870816
700000,1,0,3,1,3,2011,18576600
1900000,2,1,1,1,1,2011,24527510
1000000,2,2,6,1,3,2011,34605060
800000,4,1,8,1,3,2011,36136340
600000,4,2,10,1,1,2011,72134304
1800000,4,2,6,1,1,2011,79455096
5162488,3,2,6,1,1,2011,42402104
450000,2,1,1,1,3,2011,18825748
965000,4,1,7,1,1,2011,51369744
800000,3,1,8,2,1,2011,18399536
625000,2,1,5,1,3,2011,37506488
240000,3,1,8,2,1,2011,18156604
1000000,2,1,5,1,3,2011,37050020
830000,3,1,6,1,3,2011,15189042
500000,2,1,6,1,3,2011,15189042
1100000,3,2,6,1,1,2011,34605060
1000000,3,3,6,1,3,2011,34605060
500000,3,2,5,4,3,2011,41506244
5162488,5,3,6,1,3,2011,102304248
25000,2,1,8,2,3,2011,18156604
30000,3,1,10,3,3,2011,55474392
600000,2,1,6,1,1,2011,15189042
1000000,4,3,6,1,3,2011,34605060
25000,3,1,8,2,1,2011,55525364
525000,2,1,6,1,1,2011,15189042
900000,3,1,9,1,3,2011,18399536
450000,3,1,5,1,3,2011,37050020
365000,2,1,6,1,3,2011,16552704
1100000,3,1,6,1,1,2011,34605060
1400000,3,2,6,1,1,2011,34605060
1100000,5,2,7,1,1,2011,65973824
525000,3,1,9,1,3,2011,23928796
700000,2,0,7,2,3,2011,38209704
1000000,3,0,3,1,3,2011,37445024
700000,2,1,6,1,3,2011,15189042
1200000,4,1,8,4,3,2011,38074444
460000,2,1,4,2,1,2011,21861640
10000,3,1,4,1,3,2011,32191152
550000,3,1,7,1,1,2011,54665684
25000,3,1,8,4,3,2011,101499520
650000,2,2,4,1,1,2011,34871672
1300000,2,1,6,1,3,2011,15189042
25000,4,1,4,1,1,2011,86442136
750000,3,1,6,1,1,2011,28056678
550000,3,1,10,1,1,2011,44021264
900000,2,1,6,4,1,2011,34605060
14000,4,1,1,1,3,2011,80213208
700000,2,1,6,1,3,2011,37445024
1000000,2,1,2,1,3,2011,26173832
400000,1,0,6,4,1,2011,15189042
1300000,3,1,6,1,3,2011,49043484
25000,3,1,8,2,1,2011,31520454
450000,2,1,5,1,1,2011,20025740
1100000,3,2,6,1,1,2011,15189042
500000,2,0,3,1,1,2011,22620252
500000,5,3,5,1,3,2011,60071584
429000,1,1,2,1,3,2011,52347664
9999999,4,1,8,1,3,2011,23975044
1250000,2,0,5,4,3,2011,56113356
9999999,3,1,8,2,1,2011,18462144
5162488,3,2,5,1,3,2011,20025740
750000,3,2,5,1,3,2011,45787064
950000,2,1,5,4,1,2011,94902176
25000,3,1,9,2,3,2011,27778864
1600000,4,1,5,1,3,2011,87354432
1000000,3,1,8,1,1,2011,34069556
1500000,3,1,1,4,3,2011,25288048
2000,3,2,8,2,1,2011,17599688
400000,2,0,3,1,1,2011,18722512
498000,2,0,9,3,1,2014,78245400
850000,2,1,6,1,3,2014,15414645
1100000,2,2,1,3,1,2014,23270772
600000,1,0,3,1,3,2014,20064316
740000,2,1,6,1,3,2014,15219523
700000,2,1,5,1,3,2014,36776748
2449,2,1,1,4,3,2014,31011204
600000,2,1,6,4,1,2014,21249552
3400000,4,2,5,1,3,2014,64701752
700000,3,2,1,1,3,2014,84384296
160000,3,2,4,1,1,2014,34309168
750000,2,2,5,1,1,2014,19538096
600000,3,1,2,4,3,2014,49748840
400000,1,0,6,1,3,2014,42623896
800000,2,1,4,1,1,2014,24736572
850000,2,1,6,1,3,2014,15219523
5851008,5,3,6,1,3,2014,45084720
550000,2,0,4,1,1,2014,51024576
850000,2,1,4,4,1,2014,46119032
200000,2,0,3,3,3,2014,19212896
1000000,2,1,1,1,1,2014,23270772
1375000,3,1,4,1,1,2014,20484408
800000,2,1,4,1,3,2014,34309168
5851008,5,1,6,1,3,2014,70107176
1000000,2,1,4,1,1,2014,20484408
675000,1,0,4,1,3,2014,20538744
1300000,3,1,5,1,3,2014,19095632
1500000,3,2,6,1,3,2014,35322096
9999999,2,1,8,2,3,2014,553234
1700000,3,1,3,1,1,2014,39377776
1500000,3,1,6,1,3,2014,15219523
1400000,3,1,4,1,1,2014,34309168
725000,2,0,4,1,1,2014,24736572
500000,1,1,5,1,1,2014,40128632
590000,2,2,5,4,1,2014,22331244
800000,2,1,6,1,3,2014,36631912
500000,2,1,6,1,1,2014,15219523
500000,3,1,2,2,1,2014,49395000
20000,3,1,6,2,1,2014,15219523
1700000,3,0,3,1,3,2014,42504872
650000,3,1,6,1,1,2014,35322096
600000,2,0,4,1,3,2014,18024800
500000,2,0,5,1,1,2014,43883472
1000000,5,1,6,1,1,2014,15219523
6000,4,1,2,3,3,2014,83508456
850000,3,1,3,1,3,2014,35621404
1500000,2,1,3,4,3,2014,46215576
750000,5,2,7,4,1,2014,97695784
1000000,2,0,6,4,3,2014,91175512
200000,5,1,8,2,3,2014,38253852
75000,3,1,3,2,1,2014,53809000
5851008,4,1,9,1,3,2014,96245688
750000,2,0,6,1,1,2014,17661048
20000,2,1,6,1,1,2014,15219523
72000,3,1,7,2,1,2014,46917216
600000,4,2,6,1,3,2014,35322096
1500000,3,1,1,1,1,2014,84866584
750000,2,1,6,1,1,2014,15736706
450000,2,0,3,1,1,2014,48133884
395000,4,1,5,3,1,2014,134330000
950000,2,1,6,1,3,2014,34863368
500000,2,1,4,3,3,2014,36049600
1000000,2,1,4,4,1,2014,17536378
550000,2,1,3,1,1,2014,42504872
800000,3,2,5,3,3,2014,142479472
425000,1,0,4,1,3,2014,24736572
825000,3,1,1,1,3,2014,27072108
800000,2,1,5,4,3,2014,21941736
50000,3,1,10,3,3,2014,42025660
1175000,3,1,6,4,1,2014,32759344
9999999,2,1,6,1,1,2014,35322096
500000,2,1,6,1,1,2014,15219523
700000,2,1,3,1,1,2014,22653662
35000,4,1,10,3,1,2014,86999800
2500000,3,1,1,1,1,2014,57536908
18000,3,1,1,1,3,2014,29265594
1600000,4,2,4,1,3,2014,38650268
750000,2,0,1,1,1,2014,46545608
3000000,4,2,1,1,1,2014,23270772
560000,2,2,7,1,1,2014,35542048
630000,2,1,5,4,1,2014,20064316
600000,1,0,8,2,3,2014,20351656
950000,2,1,6,1,3,2014,30439044
2800000,3,2,6,1,1,2014,38693784
280000,1,0,3,3,3,2014,51340248
600000,3,1,2,1,3,2014,46129920
600000,1,0,5,1,3,2014,21941736
700000,2,1,3,1,3,2014,24066944
1800000,4,3,8,2,1,2014,42219724
600000,2,1,4,1,3,2014,24736572
9999999,3,1,6,3,1,2014,71028528
1000000,3,1,3,1,3,2014,21966344
1000000,3,1,6,1,3,2014,15419779
1750000,3,1,5,1,3,2014,21941736
600000,2,1,4,1,3,2014,20484408
30000,3,1,10,3,1,2014,61398212
400000,2,1,1,1,3,2014,23270772
3000000,7,1,5,1,1,2014,86178704
1500000,4,1,4,1,1,2014,34309168
100000,5,0,8,2,1,2014,984193
350000,1,0,4,1,3,2014,38660744
1500000,6,1,1,1,1,2014,48219072
5851008,4,3,5,1,1,2014,39076192
900000,4,1,3,4,3,2014,111687392
1200000,3,0,4,1,1,2014,24736572
500000,3,2,10,3,1,2014,46862144
5851008,1,0,5,1,3,2014,23033854
750000,5,1,1,1,3,2014,57536908
800000,4,1,4,1,3,2014,41461196
1000000,3,3,5,1,3,2014,45280316
900000,4,1,6,1,3,2014,74334064
1500000,2,2,3,1,3,2014,19678182
1350000,2,1,3,1,3,2014,20709972
700000,2,0,5,4,1,2014,73123512
1300000,3,1,1,4,3,2014,95517200
1000000,2,1,3,3,1,2014,24066944
9999999,2,1,10,1,3,2014,72659728
5851008,4,2,5,1,3,2014,45280316
1500000,2,2,1,1,3,2014,23270772
5851008,5,3,5,1,3,2014,66114808
26000,2,0,6,1,3,2014,15219523
9999999,4,1,4,3,1,2014,75593048
700000,4,3,7,1,3,2014,38104752
150000,4,2,8,2,3,2014,507556
1500000,2,1,6,1,1,2014,15219523
2000000,3,0,3,1,1,2014,40128632
1400000,3,1,5,1,3,2014,39076192
550000,2,0,5,1,1,2014,39076192
50000,4,1,10,3,3,2014,91999680
5851008,5,3,6,1,1,2014,35322096
1000000,3,1,1,1,3,2014,86897856
1500000,4,1,1,1,3,2014,23270772
120000,1,1,6,3,1,2014,15219523
550000,2,1,5,1,1,2014,39076192
1000000,2,1,1,1,3,2014,23270772
700000,3,1,6,1,3,2014,103448352
535000,2,0,3,1,3,2014,40128632
1700000,3,1,1,4,1,2014,20004948
1400000,3,1,6,1,1,2014,39285240
545000,2,1,6,1,1,2014,15991577
600000,1,0,8,2,3,2014,19052376
1000000,2,1,6,1,3,2014,15219523
500000,2,1,7,3,3,2014,74142016
6000,2,1,2,4,1,2014,19204580
5851008,4,0,1,1,1,2014,149991696
500000,3,0,4,1,1,2014,44540836
2500000,3,2,5,1,3,2014,37994384
2000000,4,1,8,2,3,2014,21431736
3000000,4,1,4,2,1,2014,64286824
400000,1,0,4,4,1,2014,24736572
1300000,2,1,3,1,1,2014,24066944
750000,1,0,1,1,3,2014,69222608
300000,2,1,10,1,1,2014,21921268
825000,2,1,1,1,3,2014,17862748
5851008,1,0,3,1,3,2014,34712176
1600000,4,2,6,1,1,2014,15219523
550000,3,0,6,4,1,2014,20064316
550000,2,0,3,1,3,2014,34331544
9999999,1,0,9,3,1,2014,33086324
1500000,4,2,1,4,3,2014,20410956
2500000,5,3,5,1,1,2014,100791352
950000,3,1,6,1,1,2014,18315956
325000,2,0,6,1,3,2014,30439044
500000,6,1,4,1,3,2014,34309168
600000,3,0,4,1,3,2014,80419576
7000,3,1,2,3,3,2014,50989540
400000,1,0,4,1,3,2014,20064316
9999999,5,2,6,1,1,2014,79533808
700000,2,0,4,1,1,2014,24736572
5851008,5,3,6,1,1,2014,66993596
750000,3,1,2,1,3,2014,28429670
5851008,4,1,6,1,1,2014,34863368
470000,2,0,3,1,3,2014,17664488
600000,2,1,6,1,1,2014,15219523
3200000,1,0,1,1,3,2014,27072108
400000,3,1,7,4,1,2014,38104752
1500000,4,1,4,1,1,2014,24229278
750000,4,2,1,1,3,2014,57536908
800000,3,2,10,1,3,2014,46862144
1500000,3,2,1,1,3,2014,40821916
1200000,3,1,6,4,3,2014,35239176
25000,2,2,8,4,3,2014,62291680
282000,3,2,8,2,3,2014,39436080
650000,3,1,5,4,1,2014,57801172
500000,3,1,7,2,1,2014,19052376
1200000,4,1,5,1,1,2014,57242280
1000000,3,1,5,1,1,2014,40356192
850000,2,1,6,1,1,2014,35322096
580000,3,0,7,1,1,2014,38104752
850000,2,1,4,1,1,2014,20410956
600000,2,2,7,1,1,2014,28251930
420000,1,0,2,4,1,2014,43933256
5851008,4,2,6,1,3,2014,20064316
1000000,3,1,8,1,3,2014,35057872
2500000,4,2,6,1,3,2014,35322096
1000000,3,1,5,2,3,2014,21941736
2000000,9,-1,8,2,1,2014,131036320
325000,2,0,6,1,1,2014,15219523
875000,3,2,6,1,1,2014,15219523
5851008,5,2,4,1,1,2014,34309168
1300000,3,1,5,1,3,2014,39076192
2500000,3,1,5,1,1,2014,21941736
750000,3,3,4,1,3,2014,55815328
5851008,4,1,6,1,3,2014,89253928
1500000,3,2,6,1,3,2014,15219523
2500000,4,1,5,4,3,2014,81603632
3400000,5,1,5,1,3,2014,56738220
5851008,3,2,3,2,3,2014,38191264
400000,1,0,3,1,3,2014,40128632
800000,2,1,6,4,1,2014,16928640
308000,1,1,6,1,1,2014,17661048
1000000,3,1,6,1,3,2014,66670556
750000,3,1,1,1,3,2014,22156276
800000,2,1,5,3,3,2014,21941736
600000,2,1,6,1,3,2014,35322096
5851008,4,3,6,1,3,2014,35322096
750000,3,2,10,1,3,2014,28251930
1200000,3,1,6,1,1,2014,59040320
1000000,4,1,4,2,3,2014,72407864
5851008,6,1,1,1,3,2014,269985344
999000,3,0,6,1,1,2014,30439044
800000,5,1,4,1,3,2014,102179120
900000,4,1,6,1,3,2014,17661048
1000000,2,1,1,1,3,2014,23270772
400000,2,1,6,1,3,2014,39917304
2200000,2,1,6,1,1,2014,15219523
800000,3,0,6,1,3,2014,36631912
9999999,2,0,4,4,1,2014,48079012
100000,2,0,2,4,3,2014,82419040
2000000,3,1,3,4,1,2014,21966344
150000,4,1,8,2,1,2014,1072096
50000,2,0,3,2,1,2014,18989020
5851008,2,1,3,1,3,2014,41419944
5851008,5,3,6,1,1,2014,100259280
550000,2,0,5,4,1,2014,39076192
1800000,3,3,6,1,1,2014,36631912
1300000,2,0,5,1,3,2014,41760080
325000,3,1,8,2,1,2014,19718040
1500000,2,3,1,1,3,2014,49457856
900000,4,4,6,1,3,2014,98895440
300000,4,1,8,2,3,2014,86581208
400000,2,1,7,1,3,2014,19052376
350000,1,0,4,3,1,2014,24736572
1500000,3,1,1,1,3,2014,57536908
500000,1,0,8,2,1,2014,19718040
650000,2,2,5,1,1,2014,21941736
150000,5,1,8,2,3,2014,2840677
1500000,3,0,1,4,1,2014,55010600
360000,2,1,6,1,3,2014,15219523
15000,2,1,10,3,3,2014,51603816
2000000,3,2,6,1,3,2014,18315956
850000,1,0,6,1,3,2014,15419779
5851008,3,1,4,1,3,2014,34309168
500000,3,1,4,1,3,2014,40128632
5851008,3,2,9,1,3,2014,48802868
1500000,1,0,1,1,3,2014,46541544
5851008,4,4,6,1,3,2014,15219523
1000000,2,1,5,1,1,2014,21941736
800000,1,0,6,1,1,2014,33857280
260000,2,1,10,1,3,2014,56503860
9999999,1,0,10,3,1,2014,16530617
530000,3,1,7,4,1,2014,55300104
400000,2,0,4,4,1,2014,20484408
780000,2,0,3,4,1,2014,39356364
265000,1,0,4,4,1,2014,18402188
1000000,3,1,5,4,3,2014,77292904
2000000,4,1,8,2,3,2014,64445632
600000,2,0,5,1,1,2014,39076192
400000,4,3,8,1,3,2014,38104752
700000,2,4,1,1,3,2014,50007904
1000000,1,0,6,1,3,2014,21514652
350000,1,1,6,1,1,2014,15219523
3200000,4,1,6,1,1,2014,33289228
700000,2,0,2,1,1,2014,28429670
5851008,4,3,5,1,1,2014,93220528
500000,2,1,6,3,3,2014,20064316
550000,2,1,4,2,1,2014,49473144
800000,3,1,6,1,1,2014,101151272
140000,2,0,3,1,3,2014,21966344
110000,2,0,9,3,1,2014,57805252
1500000,3,1,6,1,1,2014,28794540
100000,2,0,3,1,3,2014,40128632
675000,2,1,4,4,3,2014,34309168
700000,4,1,1,1,3,2014,45372200
1500000,2,1,1,1,1,2014,19737580
600000,2,1,6,1,1,2014,21242316
500000,3,1,10,1,1,2014,28251930
600000,3,2,6,1,3,2014,35322096
9999999,2,1,4,1,3,2014,44662488
700000,2,1,4,1,3,2014,19389524
500000,4,2,8,1,3,2014,45328276
2300000,4,2,5,1,3,2014,39076192
300000,6,1,8,2,3,2014,83245480
500000,2,1,3,1,1,2014,42504872
1000000,3,1,4,1,1,2014,38779048
2000000,4,1,8,4,3,2014,119313488
300069,1,0,6,1,3,2014,19095632
1200000,3,1,1,1,3,2014,119715528
2100000,3,2,6,1,1,2014,68767448
2200000,4,3,6,1,1,2014,98895440
580000,2,1,5,1,1,2014,21941736
67500,3,1,8,1,3,2014,19052376
330000,2,0,4,4,3,2014,38779048
1000000,2,1,3,1,1,2014,32006368
3000000,5,3,6,1,3,2014,100259280
800000,3,1,10,1,3,2014,64115472
1600000,3,0,1,3,3,2014,114204112
500000,3,2,7,2,3,2014,19052376
1500000,3,1,7,2,3,2014,165254112
5851008,3,2,6,1,3,2014,100774400
400000,2,0,3,1,1,2014,24066944
750000,1,0,5,1,1,2014,20064316
950000,2,1,4,1,3,2014,19389524
1000000,3,1,5,1,1,2014,21941736
1400000,3,1,6,1,1,2014,15419779
400000,2,0,2,1,1,2014,56859340
150000,4,2,10,3,1,2014,3159510
1200000,3,1,6,1,3,2014,44589820
530000,2,1,2,1,1,2014,34851640
5851008,5,3,6,1,3,2014,20064316
2000000,3,2,1,1,3,2014,71955392
980000,2,1,6,1,1,2014,30439044
1000000,3,2,6,1,3,2014,15219523
9999999,2,1,10,3,1,2014,581298
150000,2,1,2,1,1,2014,34957384
500000,5,2,8,2,3,2014,82377760
5851008,5,3,6,1,3,2014,98895440
800000,2,2,6,1,3,2014,30839560
3100000,4,1,1,1,1,2014,19268888
5851008,3,2,6,1,3,2014,44603912
3000000,2,1,5,2,3,2014,20227434
600000,3,1,10,2,3,2014,46862144
1000000,3,2,9,1,1,2014,34851640
875000,3,1,6,1,1,2014,98895440
1150000,2,2,6,1,3,2014,55945960
700000,2,0,3,4,3,2014,24066944
9999999,3,1,3,4,3,2014,20867336
500000,3,2,10,3,3,2014,152305888
5851008,5,2,7,1,1,2014,58731768
400000,2,0,6,1,3,2014,17661048
1000000,4,4,2,1,3,2014,34851640
1500000,3,1,1,1,3,2014,84866584
350000,1,0,6,1,3,2014,21514652
26000,2,1,10,2,1,2014,28251930
700000,3,1,2,4,1,2014,64646044
450000,2,0,4,3,1,2014,24736572
5851008,3,1,6,1,3,2014,33629984
550000,2,1,4,1,1,2014,34309168
320000,1,0,6,1,1,2014,17661048
375000,2,0,5,1,1,2014,21941736
1200000,3,1,5,2,3,2014,83012176
500000,3,1,6,1,3,2014,30839560
3000000,3,1,6,4,3,2014,42137052
250000,5,1,7,1,1,2014,134126272
2000000,3,3,5,1,3,2014,38303272
425000,2,1,10,1,1,2014,18182720
1200000,3,1,4,1,1,2014,62541032
600000,2,1,4,1,3,2014,24252250
900000,4,1,6,1,1,2014,17661048
1700000,3,2,9,1,1,2014,33289228
900000,3,1,5,1,3,2014,37493724
500000,2,1,8,2,3,2014,34851640
5851008,3,2,5,1,1,2014,43883472
1200000,3,1,4,4,3,2014,112173704
900000,4,1,8,4,3,2014,63671480
9999999,2,0,3,1,3,2014,56153324
5851008,3,1,1,1,1,2014,57536908
2000000,3,1,1,1,3,2014,74509480
1700000,2,1,1,4,3,2014,23270772
850000,2,1,4,1,1,2014,41229208
700000,2,0,3,1,3,2014,42504872
750000,2,3,1,3,3,2014,23270772
1000000,3,2,6,1,3,2014,35322096
9999999,2,1,1,2,1,2014,31674750
1000000,3,1,6,1,3,2014,17661048
15744,3,1,1,1,3,2014,80025472
1500000,3,1,3,4,3,2014,24066944
5851008,4,2,5,2,1,2014,129288080
450000,2,3,4,1,3,2014,36804380
30000,4,2,8,2,3,2014,91469848
1000000,3,2,5,3,3,2014,151475600
400000,3,1,7,2,3,2014,28251930
2000000,4,2,6,1,3,2014,35525664
282000,5,1,8,2,3,2014,17425068
350000,2,1,4,1,3,2014,34309168
9999999,2,2,10,3,3,2014,53153056
400000,1,0,6,1,3,2014,40128632
750000,2,0,6,1,3,2014,39285240
1750000,3,1,5,1,1,2014,39076192
1800000,2,1,1,1,1,2014,57536908
1250000,3,2,6,1,1,2014,15219523
2000000,7,1,7,1,3,2014,100259280
1000000,3,1,5,1,1,2014,41760080
3200000,2,0,1,1,3,2014,114204112
3400000,5,1,5,1,1,2014,85014976
850000,1,0,6,1,3,2014,35322096
5851008,3,1,6,1,3,2014,21242316
500000,5,3,6,1,3,2014,129307832
