value,bdrms,non_bdrms,subboroughcode,race,income_tile,year
9999999,3,0,4,1,3,2011
1100000,3,1,5,1,3,2011
2500000,3,2,4,1,3,2011
500000,4,1,10,1,1,2011
1200000,3,1,8,2,3,2011
5162488,5,2,1,4,1,2011
1000000,3,2,4,1,1,2011
2000000,3,0,1,1,3,2011
1000000,3,2,6,1,1,2011
390000,2,0,3,1,1,2011
600000,1,0,4,1,3,2011
9999999,4,1,10,3,1,2011
550000,2,1,6,4,1,2011
600000,2,1,4,1,1,2011
755000,2,1,1,2,1,2011
400000,4,1,7,2,3,2011
25000,3,1,3,1,3,2011
860000,3,1,4,1,3,2011
1600000,3,0,4,1,3,2011
500000,3,1,2,1,1,2011
1850000,4,2,6,1,3,2011
1000000,1,0,6,4,3,2011
1200000,2,1,3,1,3,2011
700000,2,1,6,1,3,2011
550000,2,1,4,4,3,2011
330000,2,1,3,1,1,2011
1400000,3,0,2,1,3,2011
400000,2,1,6,1,1,2011
235000,1,0,6,1,1,2011
2000000,4,1,4,1,1,2011
300000,2,1,10,1,1,2011
700000,2,1,6,1,3,2011
1000000,5,1,5,1,3,2011
800000,2,1,6,1,3,2011
900000,3,1,9,1,1,2011
1000000,3,0,3,1,3,2011
9999999,2,0,10,1,3,2011
5162488,4,4,6,1,1,2011
9999999,1,0,3,3,3,2011
600000,1,0,4,3,3,2011
225000,4,1,7,3,1,2011
1600000,4,3,5,1,3,2011
525000,3,1,9,1,3,2011
1700000,4,2,6,1,1,2011
450000,2,0,4,1,1,2011
1000000,3,2,6,1,1,2011
500000,2,1,6,1,3,2011
5162488,2,1,6,1,3,2011
1000000,5,3,3,1,3,2011
700000,1,0,3,1,3,2011
1900000,2,1,1,1,1,2011
1000000,2,2,6,1,3,2011
800000,4,1,8,1,3,2011
600000,4,2,10,1,1,2011
1800000,4,2,6,1,1,2011
5162488,3,2,6,1,1,2011
450000,2,1,1,1,3,2011
965000,4,1,7,1,1,2011
800000,3,1,8,2,1,2011
625000,2,1,5,1,3,2011
240000,3,1,8,2,1,2011
1000000,2,1,5,1,3,2011
830000,3,1,6,1,3,2011
500000,2,1,6,1,3,2011
1100000,3,2,6,1,1,2011
1000000,3,3,6,1,3,2011
500000,3,2,5,4,3,2011
5162488,5,3,6,1,3,2011
25000,2,1,8,2,3,2011
30000,3,1,10,3,3,2011
600000,2,1,6,1,1,2011
1000000,4,3,6,1,3,2011
25000,3,1,8,2,1,2011
525000,2,1,6,1,1,2011
900000,3,1,9,1,3,2011
450000,3,1,5,1,3,2011
365000,2,1,6,1,3,2011
1100000,3,1,6,1,1,2011
1400000,3,2,6,1,1,2011
1100000,5,2,7,1,1,2011
525000,3,1,9,1,3,2011
700000,2,0,7,2,3,2011
1000000,3,0,3,1,3,2011
700000,2,1,6,1,3,2011
1200000,4,1,8,4,3,2011
460000,2,1,4,2,1,2011
10000,3,1,4,1,3,2011
550000,3,1,7,1,1,2011
25000,3,1,8,4,3,2011
650000,2,2,4,1,1,2011
1300000,2,1,6,1,3,2011
25000,4,1,4,1,1,2011
750000,3,1,6,1,1,2011
550000,3,1,10,1,1,2011
900000,2,1,6,4,1,2011
14000,4,1,1,1,3,2011
700000,2,1,6,1,3,2011
1000000,2,1,2,1,3,2011
400000,1,0,6,4,1,2011
1300000,3,1,6,1,3,2011
25000,3,1,8,2,1,2011
450000,2,1,5,1,1,2011
1100000,3,2,6,1,1,2011
500000,2,0,3,1,1,2011
500000,5,3,5,1,3,2011
429000,1,1,2,1,3,2011
9999999,4,1,8,1,3,2011
1250000,2,0,5,4,3,2011
9999999,3,1,8,2,1,2011
5162488,3,2,5,1,3,2011
750000,3,2,5,1,3,2011
950000,2,1,5,4,1,2011
25000,3,1,9,2,3,2011
1600000,4,1,5,1,3,2011
1000000,3,1,8,1,1,2011
1500000,3,1,1,4,3,2011
2000,3,2,8,2,1,2011
400000,2,0,3,1,1,2011
498000,2,0,9,3,1,2014
850000,2,1,6,1,3,2014
1100000,2,2,1,3,1,2014
600000,1,0,3,1,3,2014
740000,2,1,6,1,3,2014
700000,2,1,5,1,3,2014
2449,2,1,1,4,3,2014
600000,2,1,6,4,1,2014
3400000,4,2,5,1,3,2014
700000,3,2,1,1,3,2014
160000,3,2,4,1,1,2014
750000,2,2,5,1,1,2014
600000,3,1,2,4,3,2014
400000,1,0,6,1,3,2014
800000,2,1,4,1,1,2014
850000,2,1,6,1,3,2014
5851008,5,3,6,1,3,2014
550000,2,0,4,1,1,2014
850000,2,1,4,4,1,2014
200000,2,0,3,3,3,2014
1000000,2,1,1,1,1,2014
1375000,3,1,4,1,1,2014
800000,2,1,4,1,3,2014
5851008,5,1,6,1,3,2014
1000000,2,1,4,1,1,2014
675000,1,0,4,1,3,2014
1300000,3,1,5,1,3,2014
1500000,3,2,6,1,3,2014
9999999,2,1,8,2,3,2014
1700000,3,1,3,1,1,2014
1500000,3,1,6,1,3,2014
1400000,3,1,4,1,1,2014
725000,2,0,4,1,1,2014
500000,1,1,5,1,1,2014
590000,2,2,5,4,1,2014
800000,2,1,6,1,3,2014
500000,2,1,6,1,1,2014
500000,3,1,2,2,1,2014
20000,3,1,6,2,1,2014
1700000,3,0,3,1,3,2014
650000,3,1,6,1,1,2014
600000,2,0,4,1,3,2014
500000,2,0,5,1,1,2014
1000000,5,1,6,1,1,2014
6000,4,1,2,3,3,2014
850000,3,1,3,1,3,2014
1500000,2,1,3,4,3,2014
750000,5,2,7,4,1,2014
1000000,2,0,6,4,3,2014
200000,5,1,8,2,3,2014
75000,3,1,3,2,1,2014
5851008,4,1,9,1,3,2014
750000,2,0,6,1,1,2014
20000,2,1,6,1,1,2014
72000,3,1,7,2,1,2014
600000,4,2,6,1,3,2014
1500000,3,1,1,1,1,2014
750000,2,1,6,1,1,2014
450000,2,0,3,1,1,2014
395000,4,1,5,3,1,2014
950000,2,1,6,1,3,2014
500000,2,1,4,3,3,2014
1000000,2,1,4,4,1,2014
550000,2,1,3,1,1,2014
800000,3,2,5,3,3,2014
425000,1,0,4,1,3,2014
825000,3,1,1,1,3,2014
800000,2,1,5,4,3,2014
50000,3,1,10,3,3,2014
1175000,3,1,6,4,1,2014
9999999,2,1,6,1,1,2014
500000,2,1,6,1,1,2014
700000,2,1,3,1,1,2014
35000,4,1,10,3,1,2014
2500000,3,1,1,1,1,2014
18000,3,1,1,1,3,2014
1600000,4,2,4,1,3,2014
750000,2,0,1,1,1,2014
3000000,4,2,1,1,1,2014
560000,2,2,7,1,1,2014
630000,2,1,5,4,1,2014
600000,1,0,8,2,3,2014
950000,2,1,6,1,3,2014
2800000,3,2,6,1,1,2014
280000,1,0,3,3,3,2014
600000,3,1,2,1,3,2014
600000,1,0,5,1,3,2014
700000,2,1,3,1,3,2014
1800000,4,3,8,2,1,2014
600000,2,1,4,1,3,2014
9999999,3,1,6,3,1,2014
1000000,3,1,3,1,3,2014
1000000,3,1,6,1,3,2014
1750000,3,1,5,1,3,2014
600000,2,1,4,1,3,2014
30000,3,1,10,3,1,2014
400000,2,1,1,1,3,2014
3000000,7,1,5,1,1,2014
1500000,4,1,4,1,1,2014
100000,5,0,8,2,1,2014
350000,1,0,4,1,3,2014
1500000,6,1,1,1,1,2014
5851008,4,3,5,1,1,2014
900000,4,1,3,4,3,2014
1200000,3,0,4,1,1,2014
500000,3,2,10,3,1,2014
5851008,1,0,5,1,3,2014
750000,5,1,1,1,3,2014
800000,4,1,4,1,3,2014
1000000,3,3,5,1,3,2014
900000,4,1,6,1,3,2014
1500000,2,2,3,1,3,2014
1350000,2,1,3,1,3,2014
700000,2,0,5,4,1,2014
1300000,3,1,1,4,3,2014
1000000,2,1,3,3,1,2014
9999999,2,1,10,1,3,2014
5851008,4,2,5,1,3,2014
1500000,2,2,1,1,3,2014
5851008,5,3,5,1,3,2014
26000,2,0,6,1,3,2014
9999999,4,1,4,3,1,2014
700000,4,3,7,1,3,2014
150000,4,2,8,2,3,2014
1500000,2,1,6,1,1,2014
2000000,3,0,3,1,1,2014
1400000,3,1,5,1,3,2014
550000,2,0,5,1,1,2014
50000,4,1,10,3,3,2014
5851008,5,3,6,1,1,2014
1000000,3,1,1,1,3,2014
1500000,4,1,1,1,3,2014
120000,1,1,6,3,1,2014
550000,2,1,5,1,1,2014
1000000,2,1,1,1,3,2014
700000,3,1,6,1,3,2014
535000,2,0,3,1,3,2014
1700000,3,1,1,4,1,2014
1400000,3,1,6,1,1,2014
545000,2,1,6,1,1,2014
600000,1,0,8,2,3,2014
1000000,2,1,6,1,3,2014
500000,2,1,7,3,3,2014
6000,2,1,2,4,1,2014
5851008,4,0,1,1,1,2014
500000,3,0,4,1,1,2014
2500000,3,2,5,1,3,2014
2000000,4,1,8,2,3,2014
3000000,4,1,4,2,1,2014
400000,1,0,4,4,1,2014
1300000,2,1,3,1,1,2014
750000,1,0,1,1,3,2014
300000,2,1,10,1,1,2014
825000,2,1,1,1,3,2014
5851008,1,0,3,1,3,2014
1600000,4,2,6,1,1,2014
550000,3,0,6,4,1,2014
550000,2,0,3,1,3,2014
9999999,1,0,9,3,1,2014
1500000,4,2,1,4,3,2014
2500000,5,3,5,1,1,2014
950000,3,1,6,1,1,2014
325000,2,0,6,1,3,2014
500000,6,1,4,1,3,2014
600000,3,0,4,1,3,2014
7000,3,1,2,3,3,2014
400000,1,0,4,1,3,2014
9999999,5,2,6,1,1,2014
700000,2,0,4,1,1,2014
5851008,5,3,6,1,1,2014
750000,3,1,2,1,3,2014
5851008,4,1,6,1,1,2014
470000,2,0,3,1,3,2014
600000,2,1,6,1,1,2014
3200000,1,0,1,1,3,2014
400000,3,1,7,4,1,2014
1500000,4,1,4,1,1,2014
750000,4,2,1,1,3,2014
800000,3,2,10,1,3,2014
1500000,3,2,1,1,3,2014
1200000,3,1,6,4,3,2014
25000,2,2,8,4,3,2014
282000,3,2,8,2,3,2014
650000,3,1,5,4,1,2014
500000,3,1,7,2,1,2014
1200000,4,1,5,1,1,2014
1000000,3,1,5,1,1,2014
850000,2,1,6,1,1,2014
580000,3,0,7,1,1,2014
850000,2,1,4,1,1,2014
600000,2,2,7,1,1,2014
420000,1,0,2,4,1,2014
5851008,4,2,6,1,3,2014
1000000,3,1,8,1,3,2014
2500000,4,2,6,1,3,2014
1000000,3,1,5,2,3,2014
2000000,9,-1,8,2,1,2014
325000,2,0,6,1,1,2014
875000,3,2,6,1,1,2014
5851008,5,2,4,1,1,2014
1300000,3,1,5,1,3,2014
2500000,3,1,5,1,1,2014
750000,3,3,4,1,3,2014
5851008,4,1,6,1,3,2014
1500000,3,2,6,1,3,2014
2500000,4,1,5,4,3,2014
3400000,5,1,5,1,3,2014
5851008,3,2,3,2,3,2014
400000,1,0,3,1,3,2014
800000,2,1,6,4,1,2014
308000,1,1,6,1,1,2014
1000000,3,1,6,1,3,2014
750000,3,1,1,1,3,2014
800000,2,1,5,3,3,2014
600000,2,1,6,1,3,2014
5851008,4,3,6,1,3,2014
750000,3,2,10,1,3,2014
1200000,3,1,6,1,1,2014
1000000,4,1,4,2,3,2014
5851008,6,1,1,1,3,2014
999000,3,0,6,1,1,2014
800000,5,1,4,1,3,2014
900000,4,1,6,1,3,2014
1000000,2,1,1,1,3,2014
400000,2,1,6,1,3,2014
2200000,2,1,6,1,1,2014
800000,3,0,6,1,3,2014
9999999,2,0,4,4,1,2014
100000,2,0,2,4,3,2014
2000000,3,1,3,4,1,2014
150000,4,1,8,2,1,2014
50000,2,0,3,2,1,2014
5851008,2,1,3,1,3,2014
5851008,5,3,6,1,1,2014
550000,2,0,5,4,1,2014
1800000,3,3,6,1,1,2014
1300000,2,0,5,1,3,2014
325000,3,1,8,2,1,2014
1500000,2,3,1,1,3,2014
900000,4,4,6,1,3,2014
300000,4,1,8,2,3,2014
400000,2,1,7,1,3,2014
350000,1,0,4,3,1,2014
1500000,3,1,1,1,3,2014
500000,1,0,8,2,1,2014
650000,2,2,5,1,1,2014
150000,5,1,8,2,3,2014
1500000,3,0,1,4,1,2014
360000,2,1,6,1,3,2014
15000,2,1,10,3,3,2014
2000000,3,2,6,1,3,2014
850000,1,0,6,1,3,2014
5851008,3,1,4,1,3,2014
500000,3,1,4,1,3,2014
5851008,3,2,9,1,3,2014
1500000,1,0,1,1,3,2014
5851008,4,4,6,1,3,2014
1000000,2,1,5,1,1,2014
800000,1,0,6,1,1,2014
260000,2,1,10,1,3,2014
9999999,1,0,10,3,1,2014
530000,3,1,7,4,1,2014
400000,2,0,4,4,1,2014
780000,2,0,3,4,1,2014
265000,1,0,4,4,1,2014
1000000,3,1,5,4,3,2014
2000000,4,1,8,2,3,2014
600000,2,0,5,1,1,2014
400000,4,3,8,1,3,2014
700000,2,4,1,1,3,2014
1000000,1,0,6,1,3,2014
350000,1,1,6,1,1,2014
3200000,4,1,6,1,1,2014
700000,2,0,2,1,1,2014
5851008,4,3,5,1,1,2014
500000,2,1,6,3,3,2014
550000,2,1,4,2,1,2014
800000,3,1,6,1,1,2014
140000,2,0,3,1,3,2014
110000,2,0,9,3,1,2014
1500000,3,1,6,1,1,2014
100000,2,0,3,1,3,2014
675000,2,1,4,4,3,2014
700000,4,1,1,1,3,2014
1500000,2,1,1,1,1,2014
600000,2,1,6,1,1,2014
500000,3,1,10,1,1,2014
600000,3,2,6,1,3,2014
9999999,2,1,4,1,3,2014
700000,2,1,4,1,3,2014
500000,4,2,8,1,3,2014
2300000,4,2,5,1,3,2014
300000,6,1,8,2,3,2014
500000,2,1,3,1,1,2014
1000000,3,1,4,1,1,2014
2000000,4,1,8,4,3,2014
300069,1,0,6,1,3,2014
1200000,3,1,1,1,3,2014
2100000,3,2,6,1,1,2014
2200000,4,3,6,1,1,2014
580000,2,1,5,1,1,2014
67500,3,1,8,1,3,2014
330000,2,0,4,4,3,2014
1000000,2,1,3,1,1,2014
3000000,5,3,6,1,3,2014
800000,3,1,10,1,3,2014
1600000,3,0,1,3,3,2014
500000,3,2,7,2,3,2014
1500000,3,1,7,2,3,2014
5851008,3,2,6,1,3,2014
400000,2,0,3,1,1,2014
750000,1,0,5,1,1,2014
950000,2,1,4,1,3,2014
1000000,3,1,5,1,1,2014
1400000,3,1,6,1,1,2014
400000,2,0,2,1,1,2014
150000,4,2,10,3,1,2014
1200000,3,1,6,1,3,2014
530000,2,1,2,1,1,2014
5851008,5,3,6,1,3,2014
2000000,3,2,1,1,3,2014
980000,2,1,6,1,1,2014
1000000,3,2,6,1,3,2014
9999999,2,1,10,3,1,2014
150000,2,1,2,1,1,2014
500000,5,2,8,2,3,2014
5851008,5,3,6,1,3,2014
800000,2,2,6,1,3,2014
3100000,4,1,1,1,1,2014
5851008,3,2,6,1,3,2014
3000000,2,1,5,2,3,2014
600000,3,1,10,2,3,2014
1000000,3,2,9,1,1,2014
875000,3,1,6,1,1,2014
1150000,2,2,6,1,3,2014
700000,2,0,3,4,3,2014
9999999,3,1,3,4,3,2014
500000,3,2,10,3,3,2014
5851008,5,2,7,1,1,2014
400000,2,0,6,1,3,2014
1000000,4,4,2,1,3,2014
1500000,3,1,1,1,3,2014
350000,1,0,6,1,3,2014
26000,2,1,10,2,1,2014
700000,3,1,2,4,1,2014
450000,2,0,4,3,1,2014
5851008,3,1,6,1,3,2014
550000,2,1,4,1,1,2014
320000,1,0,6,1,1,2014
375000,2,0,5,1,1,2014
1200000,3,1,5,2,3,2014
500000,3,1,6,1,3,2014
3000000,3,1,6,4,3,2014
250000,5,1,7,1,1,2014
2000000,3,3,5,1,3,2014
425000,2,1,10,1,1,2014
1200000,3,1,4,1,1,2014
600000,2,1,4,1,3,2014
900000,4,1,6,1,1,2014
1700000,3,2,9,1,1,2014
900000,3,1,5,1,3,2014
500000,2,1,8,2,3,2014
5851008,3,2,5,1,1,2014
1200000,3,1,4,4,3,2014
900000,4,1,8,4,3,2014
9999999,2,0,3,1,3,2014
5851008,3,1,1,1,1,2014
2000000,3,1,1,1,3,2014
1700000,2,1,1,4,3,2014
850000,2,1,4,1,1,2014
700000,2,0,3,1,3,2014
750000,2,3,1,3,3,2014
1000000,3,2,6,1,3,2014
9999999,2,1,1,2,1,2014
1000000,3,1,6,1,3,2014
15744,3,1,1,1,3,2014
1500000,3,1,3,4,3,2014
5851008,4,2,5,2,1,2014
450000,2,3,4,1,3,2014
30000,4,2,8,2,3,2014
1000000,3,2,5,3,3,2014
400000,3,1,7,2,3,2014
2000000,4,2,6,1,3,2014
282000,5,1,8,2,3,2014
350000,2,1,4,1,3,2014
9999999,2,2,10,3,3,2014
400000,1,0,6,1,3,2014
750000,2,0,6,1,3,2014
1750000,3,1,5,1,1,2014
1800000,2,1,1,1,1,2014
1250000,3,2,6,1,1,2014
2000000,7,1,7,1,3,2014
1000000,3,1,5,1,1,2014
3200000,2,0,1,1,3,2014
3400000,5,1,5,1,1,2014
850000,1,0,6,1,3,2014
5851008,3,1,6,1,3,2014
500000,5,3,6,1,3,2014
175000,2,1,10,3,3,2014
9999999,3,0,10,3,1,2014
1000000,3,1,6,1,3,2014
230000,1,0,3,1,3,2014
70000,1,1,3,1,1,2014
1600000,4,1,5,1,1,2014
1800000,3,1,6,1,1,2014
9999999,3,1,6,3,1,2014
650000,2,0,3,1,1,2014
1150000,2,1,6,1,3,2014
500000,3,1,5,2,1,2014
750000,2,1,6,1,1,2014
1600000,3,3,6,1,1,2014
5851008,1,0,4,1,3,2014
3200000,2,1,1,1,3,2014
100000,5,1,8,2,1,2014
800000,3,2,7,1,1,2014
500000,3,2,2,3,1,2014
1000000,2,2,2,1,1,2014
140000,4,1,3,1,1,2014
1500000,3,2,6,1,3,2014
5851008,4,2,6,1,1,2014
9999999,3,1,8,2,1,2014
850000,2,1,6,1,3,2014
600000,4,2,8,2,3,2014
1000000,3,1,4,1,3,2014
1000000,4,1,5,2,1,2014
2000000,6,2,7,4,1,2014
500000,2,1,6,1,1,2014
60000,2,1,3,1,3,2014
9999999,3,1,8,2,3,2014
2500000,3,1,5,1,1,2014
900000,2,0,4,1,3,2014
400000,2,1,10,1,1,2014
2000000,3,2,5,1,3,2014
110000,5,3,4,1,3,2014
550000,1,1,6,1,1,2014
369000,1,1,4,1,1,2014
5851008,3,3,5,1,3,2014
2100000,4,0,3,1,3,2014
2000000,4,1,3,1,1,2014
650000,2,1,6,1,3,2014
2000000,3,2,5,1,3,2014
1500000,2,1,1,4,3,2014
450000,2,1,9,1,1,2014
1350000,2,0,3,1,3,2014
80000,1,0,5,1,1,2014
10000,4,1,1,1,1,2014
2000000,3,2,6,1,1,2014
700000,3,1,1,1,3,2014
5851008,4,2,6,1,1,2014
9999999,3,1,5,1,1,2014
1400000,3,0,5,1,1,2014
390000,3,1,4,4,3,2014
800000,4,3,4,1,1,2014
5851008,5,2,5,1,1,2014
800000,5,2,6,1,3,2014
2500000,4,4,5,1,3,2014
25000,3,1,8,2,3,2014
9999999,3,1,7,4,1,2014
1000000,3,1,5,1,1,2014
1300000,3,2,6,1,1,2014
900000,5,2,3,3,3,2014
600000,4,2,6,1,3,2014
680000,2,2,4,1,1,2014
100000,3,1,9,4,1,2014
2000000,3,1,3,1,3,2014
500000,2,1,6,1,1,2014
5851008,3,1,3,1,3,2014
1300000,3,0,6,4,1,2014
2000000,4,1,5,1,1,2014
720000,2,1,1,1,1,2014
500000,1,0,4,4,3,2014
425000,2,0,5,1,1,2014
400000,2,0,6,1,3,2014
1400000,3,2,6,1,1,2014
975000,3,1,5,1,3,2014
40000,4,1,8,2,1,2014
750000,2,1,3,1,1,2014
500000,2,1,4,1,1,2014
400000,2,1,8,2,1,2014
335000,3,1,6,1,1,2014
900000,2,1,3,1,3,2014
76000,3,1,7,2,3,2014
5851008,5,2,1,4,3,2014
15000,2,1,9,1,1,2014
950000,3,1,5,1,3,2014
50000,3,3,10,1,3,2014
400000,2,0,3,4,1,2014
400000,1,1,6,1,1,2014
600000,2,1,4,1,3,2014
500000,1,0,1,1,1,2014
12000,3,1,1,2,3,2014
1000000,3,1,3,1,1,2014
9999999,3,1,4,1,1,2014
720000,2,1,3,3,1,2014
30000,3,2,8,2,1,2014
625000,2,1,6,1,1,2014
600000,3,1,5,1,1,2014
5851008,4,1,3,1,3,2014
500000,2,1,7,4,1,2014
1500000,3,3,5,1,1,2014
849000,4,2,10,1,3,2014
5851008,4,4,5,1,3,2014
150000,3,1,10,3,1,2014
5851008,5,3,5,1,3,2014
2500000,3,1,5,1,1,2014
1000000,4,1,4,2,1,2014
600000,2,0,8,1,1,2014
1500000,4,2,1,1,3,2014
9999999,3,1,6,1,1,2014
1300000,3,1,6,1,1,2014
350000,2,1,3,1,3,2014
465000,5,0,3,1,3,2014
995000,2,1,6,1,3,2014
5851008,4,1,5,1,3,2014
1500000,3,3,1,1,3,2014
575000,3,1,10,1,1,2014
750000,2,2,5,2,3,2014
2300000,5,1,5,1,3,2014
650000,2,1,6,1,3,2014
2800000,4,2,5,1,1,2014
650000,2,1,5,3,1,2014
9999999,3,0,3,1,1,2014
5851008,5,3,5,1,1,2014
5851008,4,3,5,4,3,2014
2300000,2,3,6,1,1,2014
5851008,6,2,5,1,3,2014
2000000,4,1,9,2,3,2014
2000000,3,1,6,1,1,2014
650000,2,1,4,1,3,2014
1100000,2,1,3,1,3,2014
450000,3,1,1,1,1,2014
30000,2,1,10,3,3,2014
9999999,2,1,1,1,1,2014
650000,2,1,6,1,1,2014
1000000,1,0,6,1,3,2014
5851008,4,2,6,1,1,2014
17000,3,1,10,2,1,2014
600000,1,0,3,4,1,2014
500000,4,1,7,3,3,2014
500000,2,1,5,1,1,2014
9999999,2,1,4,3,1,2014
500000,3,1,9,1,1,2014
650000,4,1,6,1,1,2014
600000,2,1,4,1,3,2014
1200000,3,2,1,4,3,2014
600000,2,1,4,1,1,2014
9999999,2,1,5,3,1,2014
850000,3,1,4,1,3,2014
400000,2,1,5,1,1,2014
385000,4,1,4,1,3,2014
650000,2,1,6,1,1,2014
1300000,2,2,2,1,3,2014
995000,3,2,6,2,3,2014
900000,2,1,1,4,3,2014
798000,1,0,4,1,3,2014
600000,4,2,6,1,3,2014
300000,4,1,8,2,1,2014
3000000,4,4,1,1,3,2014
825000,2,1,1,1,3,2014
5851008,2,1,3,4,3,2014
750000,2,1,1,1,1,2014
2000000,4,1,3,1,3,2014
1000000,2,2,5,1,1,2014
5851008,3,1,7,1,1,2014
600000,3,1,8,1,3,2014
17000,2,1,10,3,3,2014
9999999,3,1,2,3,3,2014
8000,2,2,8,2,1,2014
5851008,4,3,5,1,1,2014
325000,2,1,6,4,3,2014
9999999,3,1,10,3,1,2014
67500,3,1,8,1,1,2014
1600000,3,2,1,1,1,2014
1700000,2,1,1,1,3,2014
500000,5,1,4,1,3,2014
350000,2,1,3,1,1,2014
650000,2,1,6,1,1,2014
1500000,3,1,1,1,3,2014
9999999,3,1,10,3,3,2014
900000,2,1,6,1,3,2014
9999999,3,1,8,2,1,2014
1200000,3,3,6,4,1,2014
550000,2,0,2,1,1,2014
5851008,5,2,2,1,3,2014
800000,2,1,3,1,3,2014
2000000,5,2,5,1,3,2014
450000,1,0,4,1,1,2014
500000,2,1,4,1,3,2014
2000000,4,2,6,3,3,2014
400000,3,1,7,2,3,2014
600000,3,1,6,4,3,2014
700000,2,1,6,1,1,2014
600000,2,1,7,2,1,2014
9999999,2,1,9,1,1,2014
2000000,2,0,3,1,3,2014
250000,3,2,7,3,1,2014
1600000,2,1,4,1,3,2014
1500000,4,1,5,1,1,2014
600000,2,1,6,1,3,2014
1000000,3,1,8,2,3,2014
900000,3,0,2,4,1,2014
2000000,2,2,1,1,3,2014
89000,4,1,8,1,3,2014
500000,2,1,5,1,1,2014
60000,2,2,8,2,3,2014
1200000,3,2,4,4,1,2014
1000000,2,1,6,1,1,2014
550000,3,1,2,1,1,2014
9999999,3,3,5,3,3,2014
75000,2,1,6,4,1,2014
650000,3,1,5,1,3,2014
1200000,2,2,1,1,1,2014
100000,4,1,2,3,1,2014
480000,1,0,6,1,3,2014
1000000,3,1,6,1,1,2014
400000,2,1,4,1,3,2014
800000,2,1,4,1,3,2014
900000,3,1,5,1,1,2014
600000,2,0,4,1,3,2014
400000,2,1,6,1,3,2014
999000,2,1,5,1,1,2014
600000,2,1,4,4,1,2014
900000,3,1,6,1,1,2014
20000,2,1,2,2,3,2014
250000,5,1,8,2,1,2014
1200000,2,0,4,1,3,2014
650000,1,0,1,3,1,2014
5851008,5,1,8,4,3,2014
3400000,2,1,1,1,3,2014
800000,3,2,4,1,3,2014
5851008,4,1,5,1,3,2014
100000,2,0,9,2,3,2014
1350000,1,0,3,1,3,2014
900000,2,2,6,1,3,2014
400000,2,1,4,4,1,2014
1500000,3,1,5,1,3,2014
350000,2,1,6,1,3,2014
1800000,3,2,5,1,1,2014
465000,2,1,3,4,1,2014
325000,2,1,6,1,3,2014
1005000,3,1,1,1,3,2014
1000000,3,2,5,4,3,2014
900000,2,2,6,1,1,2014
650000,3,2,2,1,1,2014
750000,1,0,6,1,3,2014
2000000,5,0,4,4,3,2014
700000,3,2,2,1,1,2014
400000,2,1,5,1,1,2014
750000,2,1,6,1,3,2014
1800000,3,1,5,1,1,2014
1200000,4,1,5,1,3,2014
900000,2,1,6,1,3,2014
1700000,2,1,6,1,3,2014
385000,1,0,4,1,1,2014
300000,3,1,8,1,3,2014
1500,3,2,8,2,3,2014
800000,4,2,7,1,1,2014
9999999,1,0,7,4,3,2014
100000,3,1,2,1,1,2014
625000,4,0,10,1,3,2014
300000,2,1,7,1,1,2014
400000,1,1,4,1,1,2014
17520,1,0,9,2,1,2014
1000000,3,1,1,1,1,2014
2000000,3,2,7,1,1,2014
5851008,4,1,5,1,3,2014
700000,3,1,1,4,3,2014
350000,3,0,6,1,1,2014
846200,2,0,3,1,3,2014
250000,1,0,5,1,1,2014
500000,2,2,7,1,1,2014
800000,3,1,6,1,3,2014
1000000,1,0,3,4,3,2014
9999999,2,1,3,1,3,2014
1500000,1,0,1,1,3,2014
525000,2,1,2,4,3,2014
2500000,4,1,6,4,1,2014
500000,6,2,7,1,1,2014
600000,5,3,6,1,3,2014
700000,2,1,5,1,3,2014
5851008,3,3,6,1,3,2014
650000,3,1,5,1,1,2014
5851008,4,1,5,1,1,2014
2000000,3,2,1,1,1,2014
1800000,3,1,3,1,3,2014
620000,3,1,7,1,1,2014
1200000,2,1,5,1,1,2014
2300000,3,2,6,1,3,2014
1400000,2,0,3,1,1,2014
849000,2,2,10,1,3,2014
1500000,3,0,2,1,1,2014
350000,2,1,3,4,3,2014
700000,2,1,3,1,1,2014
120000,3,1,7,2,3,2014
1700000,3,0,5,1,1,2014
650000,1,0,5,1,3,2014
1500000,2,0,1,1,3,2014
175000,4,1,8,2,1,2014
700000,3,1,3,1,3,2014
600000,3,1,10,1,1,2014
550000,2,1,2,1,3,2014
5851008,4,2,5,1,3,2014
700000,3,1,3,1,3,2014
2000000,3,3,5,1,1,2014
650000,3,1,2,1,3,2014
300000,2,1,2,1,3,2014
1500000,4,2,1,1,3,2014
465000,2,1,6,1,3,2014
650000,2,1,4,1,1,2014
1700000,3,1,5,1,3,2014
400000,2,0,6,3,3,2014
400000,2,1,2,4,3,2014
400000,1,0,1,1,1,2014
900000,3,1,4,1,1,2014
165000,5,1,8,2,1,2014
798000,2,0,4,1,3,2014
900000,3,2,6,1,3,2014
9999999,4,1,3,1,1,2014
250000,4,3,6,1,1,2014
50000,5,1,10,4,1,2014
2500000,7,1,6,1,3,2014
850000,2,1,3,4,1,2014
8000,2,2,8,2,1,2014
1200000,1,0,6,1,3,2014
900000,2,1,5,1,3,2014
650000,3,0,4,1,3,2014
5851008,3,1,6,1,3,2014
1550000,3,2,6,1,3,2014
980000,4,3,8,1,1,2014
1500000,2,1,1,1,1,2014
9999999,3,1,5,3,1,2014
1300000,3,2,6,1,3,2014
