value,bdrms,non_bdrms,condition,coopcond,elevator,agperswt,subboroughcode,race,income_tile,year
550000,3,1,2,3,1,36594224,2,1,1,2014
9999999,3,3,2,3,1,90497488,5,3,3,2014
75000,2,1,2,3,1,48394124,6,4,1,2014
650000,3,1,2,3,2,20064976,5,1,3,2014
1200000,2,2,2,3,1,94326152,1,1,1,2014
100000,4,1,2,3,2,69302264,2,3,1,2014
480000,1,0,2,3,1,15219523,6,1,3,2014
1000000,3,1,2,3,1,111849824,6,1,1,2014
400000,2,1,2,3,1,24736572,4,1,3,2014
800000,2,1,2,3,1,24736572,4,1,3,2014
900000,3,1,2,3,1,47214632,5,1,1,2014
600000,2,0,2,3,1,24736572,4,1,3,2014
400000,2,1,2,3,1,48361344,6,1,3,2014
999000,2,1,2,3,1,49993768,5,1,1,2014
600000,2,1,2,3,1,24736572,4,4,1,2014
900000,3,1,2,3,1,34869956,6,1,1,2014
20000,2,1,2,3,1,66198456,2,2,3,2014
250000,5,1,2,3,1,926833,8,2,1,2014
1200000,2,0,2,3,1,44017144,4,1,3,2014
650000,1,0,2,3,1,24728928,1,3,1,2014
5851008,5,1,2,3,1,2313538,8,4,3,2014
3400000,2,1,2,3,1,22156276,1,1,3,2014
800000,3,2,2,3,1,17154584,4,1,3,2014
5851008,4,1,2,2,1,89117752,5,1,3,2014
100000,2,0,2,3,1,39108740,9,2,3,2014
1350000,1,0,2,2,1,20709972,3,1,3,2014
900000,2,2,2,3,1,15219523,6,1,3,2014
400000,2,1,2,3,1,24736572,4,4,1,2014
1500000,3,1,2,2,1,23337792,5,1,3,2014
350000,2,1,2,3,2,15419779,6,1,3,2014
1800000,3,2,2,3,1,21941736,5,1,1,2014
465000,2,1,2,3,1,24066944,3,4,1,2014
325000,2,1,2,2,1,35322096,6,1,3,2014
1005000,3,1,2,2,1,46541544,1,1,3,2014
1000000,3,2,2,3,1,21941736,5,4,3,2014
900000,2,2,2,2,1,35322096,6,1,1,2014
650000,3,2,2,3,1,43933256,2,1,1,2014
750000,1,0,2,3,1,15219523,6,1,3,2014
2000000,5,0,2,3,1,34309168,4,4,3,2014
700000,3,2,2,3,1,185901424,2,1,1,2014
400000,2,1,2,3,2,21941736,5,1,1,2014
750000,2,1,2,3,1,15219523,6,1,3,2014
1800000,3,1,2,3,1,21941736,5,1,1,2014
1200000,4,1,2,3,1,53132208,5,1,3,2014
900000,2,1,2,3,1,21345744,6,1,3,2014
1700000,2,1,2,3,1,15219523,6,1,3,2014
385000,1,0,2,3,1,17154584,4,1,1,2014
300000,3,1,2,3,1,19554370,8,1,3,2014
1500,3,2,2,3,1,19320740,8,2,3,2014
800000,4,2,2,3,1,39491520,7,1,1,2014
9999999,1,0,2,1,1,35532188,7,4,3,2014
100000,3,1,2,3,1,19136774,2,1,1,2014
625000,4,0,2,2,1,79122544,10,1,3,2014
300000,2,1,2,3,1,28251930,7,1,1,2014
400000,1,1,2,3,1,34309168,4,1,1,2014
17520,1,0,2,3,1,18759960,9,2,1,2014
1000000,3,1,2,3,1,57536908,1,1,1,2014
2000000,3,2,2,3,1,38104752,7,1,1,2014
5851008,4,1,2,2,1,82247616,5,1,3,2014
700000,3,1,8,3,1,122826816,1,4,3,2014
350000,3,0,2,3,2,15219523,6,1,1,2014
846200,2,0,2,2,1,61567256,3,1,3,2014
250000,1,0,2,3,1,21963468,5,1,1,2014
500000,2,2,2,3,2,19017132,7,1,1,2014
800000,3,1,2,3,1,15219523,6,1,3,2014
1000000,1,0,2,2,1,20709972,3,4,3,2014
9999999,2,1,2,1,1,53609140,3,1,3,2014
1500000,1,0,2,3,1,23270772,1,1,3,2014
525000,2,1,2,3,1,38225484,2,4,3,2014
2500000,4,1,2,2,1,70840688,6,4,1,2014
500000,6,2,2,1,2,61808056,7,1,1,2014
600000,5,3,2,3,1,53084264,6,1,3,2014
700000,2,1,2,3,2,39076192,5,1,3,2014
5851008,3,3,2,2,1,54621952,6,1,3,2014
650000,3,1,2,2,2,51969228,5,1,1,2014
5851008,4,1,2,2,1,41219436,5,1,1,2014
2000000,3,2,2,3,1,108601080,1,1,1,2014
1800000,3,1,2,2,1,103448352,3,1,3,2014
620000,3,1,2,3,1,54106572,7,1,1,2014
1200000,2,1,2,3,1,20246358,5,1,1,2014
2300000,3,2,2,3,1,40128632,6,1,3,2014
1400000,2,0,2,2,1,40128632,3,1,1,2014
849000,2,2,2,3,1,100038880,10,1,3,2014
1500000,3,0,2,2,1,43933256,2,1,1,2014
350000,2,1,2,3,2,57002800,3,4,3,2014
700000,2,1,2,2,1,35621404,3,1,1,2014
120000,3,1,2,3,2,19879926,7,2,3,2014
1700000,3,0,2,2,1,39076192,5,1,1,2014
650000,1,0,2,3,1,20880040,5,1,3,2014
1500000,2,0,2,3,1,20004948,1,1,3,2014
175000,4,1,2,3,2,1568189,8,2,1,2014
700000,3,1,2,2,1,48631348,3,1,3,2014
600000,3,1,2,3,1,37901000,10,1,1,2014
550000,2,1,2,3,1,17425820,2,1,3,2014
5851008,4,2,2,3,1,48264304,5,1,3,2014
700000,3,1,2,3,1,42504872,3,1,3,2014
2000000,3,3,2,3,1,66114808,5,1,1,2014
650000,3,1,2,3,1,28429670,2,1,3,2014
300000,2,1,2,3,1,28429670,2,1,3,2014
1500000,4,2,2,3,1,88032208,1,1,3,2014
465000,2,1,2,3,1,40128632,6,1,3,2014
650000,2,1,2,2,1,24736572,4,1,1,2014
1700000,3,1,2,3,1,82830184,5,1,3,2014
400000,2,0,2,3,1,35322096,6,3,3,2014
400000,2,1,2,2,1,28429670,2,4,3,2014
400000,1,0,2,2,1,23270772,1,1,1,2014
900000,3,1,2,2,1,65850336,4,1,1,2014
165000,5,1,2,3,1,926833,8,2,1,2014
798000,2,0,2,3,1,51024576,4,1,3,2014
900000,3,2,2,3,1,35322096,6,1,3,2014
9999999,4,1,2,3,1,20623284,3,1,1,2014
250000,4,3,2,3,1,171304800,6,1,1,2014
50000,5,1,2,3,1,110650776,10,4,1,2014
2500000,7,1,2,3,1,30439044,6,1,3,2014
850000,2,1,2,3,1,42504872,3,4,1,2014
8000,2,2,2,3,1,40951492,8,2,1,2014
1200000,1,0,2,3,1,20064316,6,1,3,2014
900000,2,1,2,3,1,21941736,5,1,3,2014
650000,3,0,2,3,1,34309168,4,1,3,2014
5851008,3,1,2,3,1,15219523,6,1,3,2014
1550000,3,2,2,2,1,46400440,6,1,3,2014
980000,4,3,2,2,1,74399480,8,1,1,2014
1500000,2,1,2,2,1,23270772,1,1,1,2014
9999999,3,1,8,3,1,140778240,5,3,1,2014
1300000,3,2,2,3,1,21514652,6,1,3,2014
600000,2,2,2,2,1,24736572,4,1,1,2014
5851008,5,3,2,3,1,48264304,5,1,3,2014
300000,4,1,2,3,1,62985828,8,2,3,2014
1500000,3,2,2,2,1,21941736,5,3,3,2014
250000,1,0,2,3,2,19678182,3,1,1,2014
1500000,3,2,2,3,1,85014976,5,1,1,2014
600000,2,1,2,3,1,21963468,5,1,1,2014
70000,2,1,2,3,1,24066944,3,1,3,2014
2000000,5,1,2,2,1,21941736,5,1,1,2014
550000,2,1,2,3,1,20484408,4,1,1,2014
5851008,3,4,2,3,1,15219523,6,1,3,2014
80000,3,1,2,1,1,72096280,5,2,3,2014
1263000,3,1,2,3,1,35322096,6,1,1,2014
1007000,3,1,2,2,1,117647200,1,4,1,2014
2500000,2,4,2,2,1,39076192,5,1,3,2014
5851008,5,2,2,3,1,72086128,5,1,3,2014
425000,3,3,2,3,1,32035766,5,1,3,2014
2000000,3,0,2,3,1,71385312,6,3,3,2014
650000,2,0,2,3,1,89250504,6,4,3,2014
750000,4,1,2,3,1,46862144,10,1,3,2014
1500000,3,0,2,3,1,51800672,1,1,1,2014
1500000,3,2,2,3,2,35322096,6,1,3,2014
9999999,2,1,2,1,2,20392432,4,1,1,2014
5851008,3,2,2,2,2,57036952,7,2,1,2014
800000,3,1,2,3,1,21941736,5,1,1,2014
600000,2,1,2,3,1,24736572,4,1,3,2014
3000000,4,3,2,3,1,19538096,5,1,3,2014
550000,3,0,2,2,1,33166848,8,2,3,2014
2000000,3,3,2,2,1,35973844,5,3,1,2014
1000000,3,2,2,2,1,34309168,4,1,3,2014
675000,2,1,2,3,1,23059516,4,1,1,2014
50000,3,1,2,3,1,118765600,3,3,3,2014
755000,2,1,2,3,1,23270772,1,2,1,2014
900000,2,0,2,2,1,41419944,3,1,3,2014
700000,2,1,2,2,1,52419580,7,1,3,2014
550000,2,1,2,3,1,24066944,3,1,1,2014
3350000,5,1,2,2,1,74509480,5,1,3,2014
5851008,3,0,2,3,1,17215546,1,1,1,2014
2000000,3,0,2,3,1,24736572,4,1,3,2014
80025,2,1,2,3,1,40338824,3,1,1,2014
600000,2,1,2,3,2,55779160,5,4,1,2014
5851008,5,3,2,3,1,48819288,6,1,3,2014
2500000,4,1,2,1,2,44662488,4,1,3,2014
900000,3,1,2,3,1,15219523,6,1,3,2014
525000,2,1,2,3,1,43933256,2,4,1,2014
750000,2,0,2,3,1,28429670,2,3,3,2014
550000,2,0,2,3,1,24066944,3,1,1,2014
450000,4,2,2,1,2,212039408,10,3,1,2014
1200000,3,3,2,3,1,21941736,5,1,1,2014
700000,2,1,2,2,1,20502638,1,1,1,2014
750000,4,1,2,3,1,15219523,6,1,3,2014
420000,2,1,2,3,1,65782572,2,1,3,2014
706877,2,1,2,3,1,21068526,6,1,3,2014
500000,1,0,2,3,1,24066944,3,1,1,2014
5851008,4,1,2,2,1,59120420,6,1,3,2014
495000,2,1,2,3,1,23059516,4,1,3,2014
1000000,4,4,2,3,1,55529564,5,1,3,2014
1200000,3,1,2,3,1,39076192,5,1,3,2014
25000,3,1,2,3,1,46541544,1,1,3,2014
2000000,3,1,2,3,1,24066944,3,1,3,2014
600000,2,0,2,3,1,15219523,6,1,1,2014
500000,2,1,2,3,1,15219523,6,1,1,2014
5851008,4,4,2,3,1,60647488,9,1,3,2014
5851008,3,2,2,2,1,19737580,3,1,3,2014
1600000,3,1,2,3,1,21941736,5,1,1,2014
5851008,4,3,2,3,1,19538096,5,1,1,2014
2000000,4,2,2,2,1,94342528,3,1,1,2014
1500000,3,2,2,3,2,39076192,5,1,1,2014
100000,3,1,2,3,1,55673756,10,2,3,2014
3000000,4,4,2,3,1,65782572,9,1,1,2014
680000,3,1,2,2,1,117275688,6,3,1,2014
300000,4,1,2,3,1,145617760,8,2,3,2014
65000,3,1,2,3,1,38104752,7,2,1,2014
1500000,2,1,2,3,1,38283948,3,1,3,2014
650000,2,1,2,3,1,19951768,2,1,3,2014
750000,2,1,2,3,1,20004948,1,1,3,2014
600000,2,2,2,3,1,21615868,5,1,1,2014
315000,1,0,2,2,1,24736572,4,3,1,2014
2500000,2,0,2,3,1,55010600,6,4,3,2014
900000,2,1,2,3,1,15219523,6,1,1,2014
900000,2,1,2,3,1,24736572,4,2,3,2014
100000,3,3,2,3,1,19136774,2,1,1,2014
100000,3,1,2,3,1,46930896,2,1,3,2014
600000,2,0,2,3,1,38191264,4,1,1,2014
625000,2,1,2,3,1,24066944,3,1,1,2014
700000,3,0,2,3,1,47895948,3,1,3,2014
775000,2,1,2,2,1,16768935,6,1,1,2014
1000000,3,1,2,3,1,15219523,6,1,1,2014
1800000,3,1,2,2,1,39475160,5,1,1,2014
600000,5,3,2,2,1,75404800,5,1,1,2014
5851008,3,2,2,3,1,70024872,6,1,1,2014
440000,2,1,2,3,1,21941736,5,1,1,2014
500000,2,1,2,3,1,43933256,2,3,3,2014
9999999,3,1,2,1,2,63081416,10,3,3,2014
675000,3,1,2,3,1,22331244,4,1,3,2014
9999999,1,0,2,1,1,83462776,7,3,3,2014
840000,2,1,2,3,1,30439044,6,1,3,2014
950000,3,1,2,3,2,56798032,4,1,3,2014
1000000,2,2,2,3,2,21941736,5,1,1,2014
900000,4,1,2,3,1,62646764,2,4,1,2014
2000000,3,2,2,2,1,40454868,4,1,3,2014
1200000,3,1,2,3,1,89117752,5,1,1,2014
200000,2,1,2,2,1,20064316,3,1,3,2014
700000,1,0,2,2,1,19389524,4,1,1,2014
500000,2,1,2,3,1,20246358,4,1,3,2014
1500000,4,2,2,2,1,40821916,1,1,3,2014
512000,3,1,2,2,1,38191264,10,1,1,2014
550000,2,1,2,3,1,22665608,3,1,1,2014
431100,3,1,2,3,1,24736572,4,1,1,2014
1200000,3,0,2,3,1,28768456,1,1,3,2014
900000,3,1,2,3,1,61672376,3,1,3,2014
700000,2,0,2,2,1,20301984,5,1,1,2014
995000,2,1,2,3,1,106916728,6,3,3,2014
2500000,4,2,2,3,1,80132752,5,4,3,2014
5851008,4,1,2,2,1,88814728,1,1,1,2014
450000,1,0,2,3,1,22213012,1,1,1,2014
6000,3,1,2,3,1,19136774,2,1,3,2014
1300000,3,0,2,3,2,87578064,5,4,1,2014
9999999,3,1,2,1,2,20351656,8,2,1,2014
1000000,3,1,2,2,1,98895440,6,1,1,2014
1000000,3,0,2,2,1,21941736,5,1,1,2014
120000,3,1,2,3,2,19879926,7,2,3,2014
900000,2,1,2,2,1,35539616,5,1,3,2014
700000,2,2,2,3,2,22156276,1,1,1,2014
700000,2,0,2,3,1,21941736,5,1,1,2014
5851008,4,1,2,3,1,48166936,5,2,1,2014
300000,3,1,2,3,1,121401072,10,3,3,2014
600000,2,1,2,3,1,15219523,6,1,3,2014
5851008,2,1,2,3,1,23270772,1,1,1,2014
1400000,3,2,2,3,1,40934072,5,1,1,2014
550000,3,1,2,3,1,52901308,2,1,3,2014
60000,3,1,2,3,1,19320740,9,2,1,2014
1000000,3,1,2,3,1,56535320,5,1,1,2014
1700000,3,2,2,3,1,21684872,5,1,1,2014
400000,4,2,2,3,1,103448352,3,1,3,2014
850000,3,1,2,3,1,40373624,5,1,3,2014
435000,2,1,2,3,1,37038304,4,1,1,2014
1800000,4,1,2,1,2,18059388,9,1,1,2014
700000,2,0,2,2,1,24736572,4,4,3,2014
5851008,5,1,2,2,1,39076192,5,4,3,2014
1200000,1,0,2,2,1,17661048,6,1,1,2014
550000,2,0,2,3,1,56859340,2,1,3,2014
350000,2,0,2,3,1,33942844,4,3,3,2014
470000,1,0,2,2,1,20709972,3,1,1,2014
2300000,3,1,2,3,1,59679280,6,1,3,2014
950000,3,1,2,3,1,40603968,5,1,3,2014
5851008,3,3,2,2,1,18315956,6,1,1,2014
1650000,2,0,2,2,1,46569536,3,1,1,2014
200000,4,1,2,3,1,20351656,8,2,1,2014
800000,2,1,2,3,1,30728940,6,1,1,2014
1750000,5,2,2,3,1,70217576,5,1,3,2014
825000,2,2,2,2,1,46545608,1,4,1,2014
925000,3,0,2,2,1,45497652,3,4,3,2014
22000,3,1,2,3,1,60503712,8,2,3,2014
750000,2,1,2,2,1,15219523,6,4,1,2014
700000,2,1,2,2,1,16302333,1,1,3,2014
9999999,3,1,2,1,1,25319268,10,3,1,2014
1500000,3,3,2,3,1,24736572,4,1,3,2014
680000,3,0,2,3,1,39436080,8,4,1,2014
900000,2,1,2,3,1,17661048,6,1,3,2014
900000,2,1,2,3,1,15991577,6,1,3,2014
400000,1,0,2,3,1,34309168,4,1,3,2014
1000500,3,1,2,3,1,57536908,1,4,1,2014
1700000,3,2,2,3,1,16711195,9,1,3,2014
500000,4,2,2,3,1,65782572,10,1,1,2014
1500000,2,2,2,3,2,39076192,5,1,1,2014
1800000,3,1,2,2,1,41599344,4,1,1,2014
5851008,5,3,2,2,1,90776200,5,1,3,2014
5851008,3,2,2,3,1,39076192,5,1,1,2014
400000,3,1,2,3,1,20064316,5,1,3,2014
735000,2,1,2,3,1,23607316,5,1,1,2014
750000,3,1,2,3,1,49461648,6,1,1,2014
325000,1,0,2,3,1,20484408,4,1,1,2014
1750000,4,4,2,3,1,93603016,1,1,3,2014
1000000,2,2,2,2,1,35322096,6,1,3,2014
24972,2,1,2,3,1,57435200,1,4,3,2014
1000000,3,1,2,3,1,35322096,6,1,3,2014
1700000,3,0,2,2,1,48133884,3,1,1,2014
1500000,3,1,2,3,1,54151752,2,1,3,2014
600000,2,1,2,2,1,17536378,4,1,1,2014
800000,3,1,2,3,1,39455884,6,1,1,2014
700000,4,1,2,3,1,21431736,8,1,1,2014
750000,3,1,2,3,1,65621212,10,1,3,2014
600000,3,1,2,2,1,76915152,1,4,1,2014
2100000,4,2,2,3,1,76088944,6,1,3,2014
925000,3,1,2,2,1,24736572,4,1,3,2014
1200000,3,3,2,3,1,77921608,6,1,3,2014
1500000,5,2,2,3,1,207368976,1,4,3,2014
3000000,3,2,2,2,2,82540032,6,1,3,2014
1800000,2,0,2,2,1,24066944,3,1,1,2014
850000,4,1,2,2,1,18713036,4,1,3,2014
618000,1,0,2,3,1,18578440,3,1,1,2014
600000,4,3,2,3,1,33979156,6,1,3,2014
100000,2,0,2,2,1,42504872,3,1,3,2014
480000,2,0,2,3,1,21941736,5,1,1,2014
2000000,2,1,2,3,1,26197428,6,1,1,2014
2000000,2,1,2,3,1,23270772,1,1,3,2014
1500000,4,2,2,2,1,15219523,6,1,3,2014
900000,1,0,2,3,1,21927906,6,1,3,2014
650000,2,1,2,3,1,35322096,6,1,1,2014
600000,3,1,2,3,1,19718040,9,2,1,2014
9999999,3,2,2,1,1,63949624,5,1,3,2014
9999999,3,1,2,1,2,186976352,10,3,3,2014
600000,4,1,2,3,1,109371632,7,1,1,2014
1700000,3,2,2,2,1,66114808,5,1,1,2014
1000000,4,1,2,3,1,20064316,5,1,3,2014
200000,1,1,2,3,1,28251930,7,1,1,2014
5851008,5,1,2,2,1,137714288,6,1,3,2014
2000000,1,0,2,2,1,20322092,5,4,3,2014
500000,3,1,2,2,1,17661048,6,1,3,2014
1000000,3,1,2,3,1,40128632,6,1,1,2014
800000,2,1,2,3,1,23270772,1,1,1,2014
650000,3,1,2,3,1,44662488,4,1,3,2014
900000,4,0,2,2,1,20064316,3,1,1,2014
1000000,2,1,2,3,1,23270772,1,1,1,2014
400000,1,0,2,3,2,28251930,10,1,1,2014
470000,1,0,2,3,1,20410956,3,1,3,2014
600000,2,1,2,3,1,15219523,6,1,1,2014
525000,1,0,2,2,1,34309168,4,1,1,2014
800000,2,1,2,3,1,15219523,6,1,1,2014
450000,2,1,2,3,1,21941736,5,4,1,2014
5851008,3,1,2,2,1,15219523,6,1,3,2014
6000,4,2,2,3,1,43933256,2,1,1,2014
750000,4,1,2,3,1,23270772,1,1,3,2014
650000,2,1,2,3,1,36804380,4,4,3,2014
700000,1,0,2,2,1,18486482,3,3,1,2014
800000,4,1,2,3,1,28251930,10,1,1,2014
450000,2,2,8,1,1,33629984,1,1,3,2014
100000,3,1,2,3,1,67777912,2,4,3,2014
9999999,1,0,2,2,1,20824936,7,1,1,2014
700000,3,2,2,1,2,54471148,10,1,1,2017
300000,4,2,3,1,2,227080048,10,3,1,2017
3000000,4,3,2,3,1,58910848,1,1,1,2017
1200000,3,0,2,3,1,130772416,1,4,1,2017
1600000,3,2,2,2,1,28540232,1,1,3,2017
3000000,3,0,2,3,1,27504556,1,1,3,2017
1600000,3,1,2,3,1,108429616,1,1,3,2017
2000000,3,1,2,3,1,138777488,1,1,1,2017
2000000,2,1,2,3,2,57080464,1,1,3,2017
2000000,3,1,2,3,1,27504556,1,1,3,2017
1850000,2,1,2,2,1,30117274,1,1,1,2017
6387127,4,2,2,2,1,62166072,1,1,3,2017
1600000,4,2,2,2,1,68432704,1,1,3,2017
3950000,3,2,2,2,1,60234548,1,4,3,2017
6387127,6,2,2,2,1,381386208,1,1,3,2017
1800000,3,1,2,3,1,24127948,1,1,1,2017
20000,3,1,8,3,1,73865800,1,2,1,2017
10000,4,1,2,3,1,101149432,1,1,3,2017
2000000,3,1,2,3,1,27504556,1,4,1,2017
2000000,2,2,2,3,1,57080464,1,1,1,2017
6387127,4,2,8,3,1,99302520,1,4,3,2017
6387127,1,0,2,3,1,27504556,1,1,3,2017
800000,2,1,2,3,1,45553320,1,1,1,2017
6387127,5,1,2,3,1,58910848,1,1,3,2017
800000,2,3,2,3,1,55009112,1,1,3,2017
770000,3,1,2,3,1,26219400,1,1,3,2017
2100000,2,1,2,3,1,57080464,1,1,3,2017
2000000,1,0,2,3,1,27504556,1,1,3,2017
3000000,3,0,2,3,1,27504556,1,1,1,2017
3000000,3,3,2,3,1,118546368,1,1,1,2017
6387127,5,2,2,3,1,178018016,1,4,3,2017
6387127,4,0,2,3,1,90119632,1,4,3,2017
3000000,4,1,2,3,1,27504556,1,1,3,2017
3000000,3,1,2,3,1,55009112,1,1,3,2017
6387127,3,0,2,3,1,162212944,1,1,3,2017
3500000,1,0,2,3,1,57080464,1,1,1,2017
2800000,3,2,2,2,1,96217152,1,1,3,2017
6387127,4,1,2,3,1,21674904,1,1,3,2017
800000,1,1,2,2,1,26219400,1,1,3,2017
675000,1,0,2,3,1,28540232,1,1,3,2017
770000,2,1,8,3,1,26219400,1,1,3,2017
6387127,4,3,2,3,1,58910848,1,1,3,2017
1700000,3,1,2,2,1,89434864,1,4,1,2017
1300000,2,0,2,2,1,27504556,1,3,1,2017
1000000,2,1,2,2,1,27504556,1,1,1,2017
1000000,2,0,2,2,1,45553320,1,4,1,2017
850000,1,1,2,2,1,31830184,1,1,3,2017
1675000,3,2,2,2,1,55009112,1,1,3,2017
1100000,2,0,2,3,1,107308496,1,1,3,2017
2000000,3,0,2,3,1,167994528,1,3,3,2017
2000000,3,0,2,3,1,57080464,1,1,1,2017
2000000,3,0,2,3,1,28540232,1,1,1,2017
6387127,3,3,2,3,1,28386536,1,1,3,2017
1006000,3,1,2,3,1,57080464,1,4,1,2017
6387127,4,1,2,2,1,60695736,1,1,3,2017
6387127,4,2,2,2,1,100277680,1,1,3,2017
6387127,3,1,2,2,1,57080464,1,1,3,2017
6387127,3,1,2,3,1,27504556,1,1,3,2017
6387127,3,1,2,3,1,62834444,1,1,3,2017
475000,1,0,2,3,1,29202104,1,1,1,2017
1800000,3,1,2,3,1,31830184,1,1,3,2017
1200000,2,1,2,3,1,27504556,1,1,1,2017
1800000,2,1,2,3,1,26219400,1,1,3,2017
2000000,2,1,2,3,1,27504556,1,1,3,2017
9999999,2,0,2,2,1,26755374,1,1,3,2017
750000,3,3,2,3,1,58910848,1,1,3,2017
3000000,4,1,2,2,1,57080464,1,4,3,2017
1000000,3,1,2,2,1,46147068,1,1,3,2017
1300000,3,1,2,2,1,124356432,1,4,1,2017
925000,2,1,2,2,1,30347868,1,4,3,2017
1800000,3,0,2,2,1,132206512,1,4,1,2017
1000000,3,2,2,3,1,102311200,1,1,3,2017
600000,2,0,2,2,1,22776660,1,4,1,2017
760000,2,0,2,2,1,27504556,1,1,3,2017
2000000,4,1,2,3,1,57080464,1,1,3,2017
1200000,2,1,2,3,1,27504556,1,1,3,2017
2000000,2,1,2,3,1,27504556,1,1,3,2017
1500000,3,1,2,3,1,62834444,1,1,1,2017
6387127,3,2,2,3,1,73872440,1,1,1,2017
3000000,3,3,2,3,1,134696432,1,1,1,2017
9999999,2,1,2,3,1,45099484,1,3,3,2017
525000,1,0,2,2,1,27504556,1,1,1,2017
700000,2,1,2,3,2,63660364,1,4,3,2017
475000,3,1,2,3,2,30301704,1,1,3,2017
700000,3,1,2,3,2,26219400,1,1,3,2017
1250000,2,1,2,3,1,27504556,1,1,1,2017
340000,2,1,2,2,2,27837632,1,4,3,2017
800000,4,0,2,3,1,114124704,2,4,3,2017
600000,2,0,2,3,1,80879352,2,4,1,2017
650000,2,1,2,3,1,54471148,2,4,1,2017
500000,3,1,2,3,1,54471148,2,1,1,2017
800000,3,1,2,3,1,61418216,2,1,3,2017
1800000,5,3,2,3,1,106985424,2,4,1,2017
1200000,3,0,2,3,1,155612224,2,4,1,2017
1200000,4,3,2,3,1,47014064,2,4,3,2017
800000,2,1,2,3,1,48292704,2,1,1,2017
900000,3,1,2,3,1,72923160,2,1,3,2017
900000,4,2,2,3,1,28256832,2,1,3,2017
750000,3,2,2,3,1,27378882,2,3,3,2017
600000,2,1,2,2,1,54757764,2,1,3,2017
600000,2,1,2,3,1,110418624,2,1,3,2017
800000,3,1,2,3,1,48398156,2,1,3,2017
2000000,2,1,2,3,1,46643660,2,3,3,2017
30000,4,0,2,3,1,51830120,2,4,1,2017
4000,4,1,2,3,1,117333976,2,3,3,2017
450000,2,1,2,2,1,85869176,2,4,1,2017
400000,2,1,3,2,1,29068676,2,4,3,2017
700000,2,1,2,2,1,49472240,2,4,1,2017
4000,3,1,2,3,1,23648108,2,1,3,2017
4000,3,1,2,3,1,23648108,2,1,1,2017
80000,4,1,2,3,1,27058892,2,1,3,2017
500000,2,1,2,3,1,44720724,2,1,3,2017
1700000,3,3,2,2,1,28108928,2,3,1,2017
3000000,4,1,2,2,1,24146352,2,1,3,2017
6387127,4,3,2,1,2,100759744,2,1,1,2017
500000,3,1,2,3,1,54562812,2,4,3,2017
500000,2,0,2,3,1,40820256,2,1,1,2017
500000,3,1,2,3,1,23321830,2,3,1,2017
1750000,3,1,2,2,1,54757764,2,1,3,2017
1750000,2,1,2,2,1,27378882,2,1,3,2017
9999999,3,1,2,1,1,169222288,2,3,1,2017
595,3,1,2,3,2,62282248,2,2,1,2017
25000,3,1,2,3,1,91204528,2,4,1,2017
9999999,3,1,2,1,2,825971,2,1,3,2017
9999999,3,1,2,2,2,55016356,2,4,1,2017
1000000,2,1,2,3,1,54757764,2,1,3,2017
1000000,2,1,2,3,1,56381548,3,1,3,2017
100000,3,1,2,3,1,28105698,3,1,1,2017
90000,2,1,2,3,1,60181936,3,1,1,2017
90000,3,1,2,3,1,71317744,3,1,3,2017
90000,2,0,2,3,1,30090968,3,3,3,2017
92000,2,1,2,3,1,67951384,3,1,1,2017
2000000,3,1,2,3,1,28190774,3,4,1,2017
800000,4,1,2,3,1,133628304,3,1,1,2017
140000,2,0,2,3,1,30090968,3,1,3,2017
80000,2,1,2,3,1,28105698,3,1,1,2017
750000,2,1,2,3,1,26330870,3,1,1,2017
1000000,3,1,2,2,1,26330870,3,1,3,2017
2100000,4,2,2,2,1,137913312,3,1,1,2017
1000000,2,1,2,2,1,26330870,3,3,1,2017
725000,2,0,2,3,1,26330870,3,1,3,2017
925000,2,1,2,3,1,26330870,3,1,1,2017
480000,2,0,2,3,1,67589408,3,1,3,2017
1500000,4,1,2,3,1,143926656,3,1,3,2017
1500000,3,0,2,3,1,62437896,3,1,3,2017
500000,4,0,2,3,1,54009864,3,1,3,2017
500000,2,1,2,3,1,26330870,3,1,3,2017
610000,1,0,2,3,1,24714936,3,4,3,2017
735000,1,1,2,3,1,20677080,3,1,3,2017
700000,1,1,2,2,1,24592446,3,1,3,2017
1800000,2,0,2,3,1,45553320,3,1,1,2017
1350000,1,0,2,2,1,24592446,3,1,3,2017
1900000,2,0,2,2,1,26330870,3,1,3,2017
1500000,2,1,2,2,1,24592446,3,1,3,2017
425000,2,0,2,3,1,32220904,3,1,3,2017
845000,1,1,2,2,1,66191344,3,3,3,2017
700000,3,1,2,3,1,62065072,3,1,3,2017
800000,2,1,2,3,1,28190774,3,1,3,2017
1000000,3,2,2,3,1,26330870,3,4,1,2017
500000,1,0,2,3,1,57970288,3,1,3,2017
1600000,2,1,2,3,1,58606064,3,1,3,2017
1100000,2,0,2,2,1,24592446,3,4,3,2017
2200000,4,0,2,2,1,66848252,3,1,3,2017
1000000,2,1,2,3,1,56381548,3,1,3,2017
2000000,3,2,2,3,1,84301160,3,1,3,2017
850000,2,1,2,3,1,62437896,3,3,1,2017
650000,2,1,2,3,1,26330870,3,1,1,2017
550000,2,1,2,3,1,26330870,3,1,1,2017
775000,2,1,2,3,1,26330870,3,1,1,2017
600000,2,0,2,3,1,26330870,3,1,1,2017
900000,2,0,2,2,1,21221826,3,1,1,2017
1000000,2,1,2,2,1,54142960,3,1,3,2017
